uid,SPORTS
52060,"club111"
52064,"club105"
52069,"club111"
52074,"club123"
52110,"club136"
52141,"club111"
52154,"club123"
52169,"club109"
52193,"club128"
52218,"club132"
52222,"club402"
52265,"club103"
52272,"club602"
52274,"club417"
52296,"club501"
52297,"club111"
52304,"club123"
52316,"club117"
52337,"club135"
52347,"club402"
52357,"club111"
52378,"club111"
52423,"club602"
52426,"club601"
52458,"club402"
52474,"club134"
52511,"club119"
52528,"club601"
52561,"club401"
52574,"club111"
52579,"club123"
52584,"club111"
52588,"club111"
52593,"club116"
52598,"club111"
52612,"club116"
52644,"club132"
52691,"club128"
52754,"club115"
52760,"club111"
52786,"club111"
52814,"club111"
52828,"club602"
52943,"club117"
52944,"club109"
52951,"club403"
52960,"club413"
52961,"club101"
52974,"club134"
52992,"club413"
52997,"club403"
53019,"club209"
53027,"club403"
53037,"club132"
53057,"club602"
53068,"club134"
53069,"club111"
53091,"club117"
53100,"club129"
53106,"club132"
53133,"club242"
53137,"club243"
53156,"club111"
53159,"club604"
53169,"club402"
53188,"club111"
53207,"club403"
53224,"club602"
53237,"club402"
53254,"club111"
53292,"club604"
53314,"club106"
53330,"club106"
53362,"club602"
53421,"club403"
53433,"club402"
53462,"club602"
53489,"club109"
53518,"club115"
53522,"club602"
53529,"club604"
53556,"club111"
53577,"club601"
53597,"club109"
53630,"club101"
53768,"club413"
53771,"club111"
53796,"club403"
53817,"club242"
53824,"club125"
53852,"club206"
53861,"club125"
53872,"club603"
53945,"club109"
53951,"club602"
53968,"club603"
53974,"club111"
53976,"club111"
53979,"club211"
54019,"club245"
54027,"club125"
54042,"club111"
54051,"club123"
54052,"club601"
54058,"club601"
54060,"club111"
54063,"club132"
54065,"club602"
54071,"club249"
54072,"club402"
54082,"club117"
54119,"club111"
54183,"club111"
54184,"club103"
54190,"club111"
54193,"club101"
54243,"club125"
54262,"club242"
54281,"club125"
54290,"club221"
54308,"club111"
54320,"club604"
54377,"club404"
54385,"club115"
54409,"club102"
54422,"club605"
54448,"club109"
54449,"club109"
54475,"club219"
54484,"club123"
54527,"club402"
54543,"club402"
54550,"club245"
54567,"club123"
54574,"club114"
54590,"club111"
54594,"club111"
54604,"club254"
54634,"club402"
54635,"club106"
54646,"club101"
54653,"club111"
54656,"club102"
54714,"club106"
54718,"club213"
54739,"club403"
54751,"club101"
54759,"club111"
54762,"club111"
54765,"club404"
54769,"club111"
54784,"club111"
54816,"club602"
54817,"club402"
54829,"club119"
54843,"club123"
54845,"club117"
54860,"club601"
54864,"club111"
54875,"club210"
54902,"club111"
54915,"club105"
54920,"club267"
54937,"club125"
55002,"club109"
55004,"club111"
55012,"club403"
55023,"club132"
55028,"club413"
55030,"club111"
55089,"club111"
55174,"club123"
55192,"club111"
55208,"club123"
55212,"club218"
55213,"club111"
55230,"club407"
55260,"club413"
55278,"club403"
55291,"club413"
55304,"club105"
55318,"club413"
55326,"club404"
55352,"club111"
55357,"club125"
55392,"club123"
55405,"club233"
55456,"club111"
55481,"club125"
55483,"club604"
55484,"club110"
55494,"club123"
55503,"club111"
55552,"club604"
55565,"club123"
55596,"club402"
55600,"club402"
55616,"club111"
55619,"club111"
55627,"club115"
55642,"club111"
55643,"club134"
55663,"club111"
55708,"club413"
55720,"club111"
55756,"club111"
55794,"club111"
55809,"club218"
55810,"club402"
55823,"club109"
55835,"club111"
55842,"club125"
55874,"club129"
55894,"club111"
55901,"club115"
55914,"club115"
55956,"club123"
55966,"club124"
55969,"club109"
55982,"club111"
56020,"club107"
56102,"club108"
56141,"club413"
56149,"club402"
56186,"club111"
56215,"club103"
56230,"club109"
56234,"club245"
56242,"club111"
56249,"club245"
56273,"club413"
56280,"club111"
56309,"club214"
56346,"club111"
56425,"club103"
56504,"club245"
56528,"club111"
56550,"club111"
56558,"club204"
56567,"club111"
56683,"club106"
56715,"club111"
56716,"club109"
56745,"club217"
56753,"club117"
56767,"club117"
56771,"club107"
56809,"club111"
56828,"club118"
56834,"club124"
56868,"club605"
56898,"club221"
56916,"club132"
56942,"club413"
56943,"club413"
56956,"club109"
56988,"club604"
56989,"club111"
57003,"club111"
57006,"club103"
57017,"club111"
57023,"club126"
57049,"club105"
57055,"club109"
57060,"club127"
57105,"club604"
57136,"club413"
57137,"club115"
57157,"club111"
57175,"club403"
57277,"club106"
57294,"club125"
57308,"club604"
57313,"club123"
57316,"club602"
57372,"club413"
57390,"club116"
57405,"club407"
57407,"club111"
57425,"club413"
57450,"club111"
57451,"club245"
57453,"club403"
57469,"club127"
57531,"club119"
57537,"club245"
57538,"club111"
57548,"club420"
57552,"club109"
57559,"club403"
57581,"club602"
57591,"club407"
57620,"club124"
57647,"club111"
57656,"club111"
57669,"club125"
57676,"club111"
57687,"club124"
57689,"club413"
57703,"club111"
57723,"club111"
57725,"club117"
57735,"club402"
57737,"club111"
57747,"club132"
57765,"club249"
57795,"club111"
57809,"club245"
57829,"club605"
57844,"club242"
57851,"club413"
57892,"club111"
57900,"club420"
57915,"club601"
57935,"club111"
57953,"club602"
57954,"club128"
57956,"club111"
57961,"club113"
57990,"club403"
57995,"club113"
57996,"club124"
57998,"club111"
58026,"club249"
58035,"club245"
58060,"club401"
58091,"club105"
58099,"club101"
58100,"club413"
58101,"club111"
58142,"club213"
58197,"club117"
58199,"club413"
58205,"club413"
58222,"club108"
58228,"club118"
58242,"club403"
58267,"club109"
58280,"club604"
58284,"club132"
58292,"club111"
58294,"club128"
58305,"club604"
58308,"club134"
58369,"club117"
58373,"club413"
58374,"club123"
58424,"club413"
58426,"club413"
58447,"club103"
58453,"club222"
58464,"club413"
58510,"club111"
58528,"club221"
58535,"club111"
58554,"club132"
58604,"club413"
58632,"club131"
58652,"club413"
58654,"club212"
58661,"club601"
58681,"club119"
58702,"club103"
58714,"club242"
58720,"club107"
58732,"club222"
58737,"club125"
58750,"club604"
58752,"club413"
58754,"club413"
58798,"club209"
58812,"club401"
58848,"club221"
58859,"club118"
58879,"club413"
58881,"club111"
58885,"club413"
58891,"club413"
58898,"club107"
58944,"club413"
58979,"club211"
58983,"club123"
58991,"club233"
59001,"club105"
59006,"club221"
59031,"club125"
59067,"club134"
59077,"club242"
59123,"club106"
59154,"club115"
59160,"club420"
59167,"club111"
59170,"club604"
59179,"club101"
59186,"club125"
59199,"club218"
59212,"club133"
59216,"club132"
59218,"club123"
59229,"club111"
59236,"club604"
59249,"club213"
59253,"club420"
59254,"club109"
59257,"club105"
59268,"club404"
59300,"club133"
59303,"club413"
59354,"club119"
59369,"club604"
59383,"club410"
59422,"club101"
59448,"club119"
59452,"club133"
59456,"club117"
59469,"club105"
59479,"club123"
59564,"club403"
59567,"club417"
59596,"club123"
59612,"club125"
59624,"club245"
59627,"club115"
59668,"club604"
59689,"club242"
59717,"club132"
59720,"club503"
59743,"club221"
59758,"club413"
59777,"club123"
59784,"club242"
59813,"club109"
59833,"club115"
59834,"club111"
59850,"club209"
59854,"club111"
59873,"club410"
59875,"club241"
59877,"club123"
59883,"club264"
59892,"club503"
59899,"club410"
59936,"club221"
59937,"club123"
59954,"club132"
59961,"club103"
59968,"club242"
59972,"club111"
60003,"club123"
60005,"club604"
60012,"club404"
60015,"club111"
60039,"club133"
60081,"club237"
60098,"club133"
60109,"club109"
60112,"club402"
60113,"club242"
60129,"club137"
60150,"club249"
60183,"club121"
60202,"club254"
60219,"club413"
60242,"club115"
60291,"club133"
60297,"club401"
60302,"club604"
60306,"club218"
60315,"club241"
60333,"club111"
60351,"club241"
60352,"club604"
60384,"club101"
60394,"club242"
60408,"club108"
60422,"club604"
60473,"club123"
60478,"club111"
60484,"club105"
60533,"club111"
60539,"club245"
60545,"club101"
60556,"club413"
60568,"club132"
60569,"club413"
60575,"club125"
60608,"club201"
60623,"club211"
60628,"club401"
60638,"club242"
60643,"club501"
60676,"club101"
60708,"club604"
60724,"club242"
60726,"club125"
60732,"club202"
60746,"club242"
60747,"club123"
60764,"club111"
60771,"club245"
60795,"club132"
60797,"club242"
60832,"club123"
60852,"club242"
60950,"club108"
60986,"club604"
61001,"club402"
61011,"club604"
61100,"club102"
61120,"club248"
61130,"club222"
61148,"club132"
61153,"club133"
61174,"club132"
61190,"club125"
61196,"club242"
61198,"club109"
61225,"club245"
61227,"club111"
61249,"club111"
61287,"club132"
61306,"club604"
61324,"club206"
61329,"club111"
61352,"club119"
61382,"club210"
61383,"club109"
61407,"club111"
61408,"club111"
61426,"club221"
61432,"club125"
61433,"club111"
61438,"club125"
61452,"club109"
61464,"club221"
61490,"club604"
61494,"club111"
61497,"club114"
61500,"club111"
61502,"club245"
61539,"club113"
61541,"club111"
61559,"club604"
61574,"club204"
61577,"club125"
61588,"club111"
61594,"club123"
61601,"club109"
61619,"club254"
61621,"club113"
61639,"club242"
61657,"club111"
61665,"club129"
61667,"club111"
61671,"club221"
61675,"club111"
61676,"club129"
61704,"club403"
61742,"club402"
61761,"club109"
61777,"club111"
61786,"club123"
61811,"club111"
61814,"club132"
61819,"club134"
61904,"club132"
61907,"club135"
61910,"club123"
61918,"club113"
61923,"club111"
61935,"club125"
61939,"club132"
61948,"club410"
61956,"club123"
61976,"club410"
61988,"club604"
62000,"club105"
62001,"club109"
62009,"club111"
62013,"club111"
62017,"club109"
62039,"club123"
62041,"club604"
62043,"club126"
62053,"club604"
62065,"club132"
62068,"club133"
62080,"club109"
62094,"club124"
62097,"club101"
62101,"club111"
62111,"club111"
62118,"club111"
62119,"club111"
62126,"club125"
62147,"club111"
62148,"club128"
62150,"club105"
62215,"club242"
62269,"club111"
62273,"club111"
62296,"club503"
62305,"club111"
62331,"club118"
62337,"club111"
62398,"club410"
62405,"club245"
62430,"club125"
62434,"club115"
62442,"club105"
62446,"club129"
62475,"club123"
62544,"club410"
62581,"club125"
62607,"club111"
62617,"club403"
62700,"club123"
62709,"club125"
62717,"club111"
62832,"club103"
62843,"club112"
62847,"club604"
62848,"club212"
62874,"club602"
62922,"club132"
62924,"club604"
62936,"club109"
62938,"club132"
62939,"club402"
62967,"club124"
62979,"club242"
62987,"club604"
62997,"club111"
63005,"club111"
63008,"club124"
63022,"club108"
63026,"club403"
63041,"club101"
63043,"club101"
63058,"club213"
63060,"club125"
63080,"club410"
63119,"club403"
63144,"club111"
63148,"club123"
63160,"club111"
63163,"club221"
63201,"club111"
63205,"club111"
63265,"club115"
63266,"club109"
63276,"club403"
63281,"club219"
63283,"club109"
63288,"club213"
63305,"club111"
63309,"club111"
63311,"club420"
63319,"club113"
63340,"club113"
63344,"club111"
63384,"club218"
63385,"club135"
63387,"club111"
63388,"club111"
63392,"club129"
63429,"club113"
63466,"club109"
63467,"club129"
63513,"club219"
63515,"club123"
63550,"club101"
63562,"club410"
63572,"club101"
63626,"club133"
63671,"club418"
63673,"club111"
63680,"club401"
63685,"club134"
63755,"club113"
63792,"club402"
63803,"club401"
63832,"club121"
63834,"club111"
63838,"club403"
63843,"club103"
63844,"club111"
63856,"club113"
63866,"club111"
63873,"club133"
63890,"club111"
63905,"club410"
63918,"club123"
63920,"club132"
63924,"club132"
63927,"club420"
63928,"club113"
63936,"club121"
63963,"club123"
64019,"club101"
64068,"club115"
64119,"club115"
64131,"club258"
64139,"club119"
64154,"club403"
64171,"club111"
64182,"club111"
64185,"club109"
64188,"club134"
64189,"club106"
64190,"club258"
64205,"club111"
64226,"club132"
64255,"club132"
64310,"club245"
64313,"club413"
64322,"club410"
64395,"club417"
64419,"club132"
64466,"club220"
64471,"club132"
64476,"club127"
64485,"club402"
64492,"club111"
64508,"club111"
64518,"club402"
64519,"club101"
64541,"club117"
64597,"club132"
64598,"club401"
64608,"club135"
64617,"club111"
64667,"club221"
64671,"club221"
64672,"club109"
64681,"club221"
64705,"club119"
64716,"club127"
64724,"club101"
64742,"club602"
64770,"club108"
64781,"club134"
64794,"club121"
64815,"club601"
64835,"club135"
64868,"club117"
64874,"club109"
64894,"club111"
64932,"club123"
64939,"club105"
64943,"club404"
64952,"club410"
64964,"club128"
64971,"club257"
65004,"club101"
65031,"club413"
65055,"club105"
65072,"club410"
65078,"club242"
65087,"club123"
65099,"club124"
65116,"club123"
65132,"club401"
65145,"club123"
65151,"club132"
65155,"club602"
65171,"club254"
65179,"club603"
65191,"club108"
65193,"club129"
65200,"club602"
65224,"club133"
65263,"club123"
65276,"club413"
65284,"club211"
65286,"club125"
65302,"club102"
65321,"club115"
65352,"club123"
65398,"club402"
65402,"club103"
65439,"club404"
65458,"club132"
65484,"club404"
65492,"club133"
65512,"club132"
65513,"club413"
65523,"club211"
65538,"club603"
65540,"club129"
65560,"club221"
65590,"club123"
65601,"club132"
65610,"club111"
65635,"club242"
65639,"club401"
65643,"club123"
65645,"club402"
65649,"club245"
65678,"club402"
65679,"club107"
65700,"club109"
65737,"club111"
65745,"club123"
65770,"club111"
65827,"club123"
65861,"club109"
65883,"club101"
65889,"club132"
65894,"club413"
65901,"club242"
65906,"club602"
65919,"club402"
65957,"club261"
65968,"club261"
65982,"club111"
65995,"club109"
65996,"club123"
66004,"club410"
66010,"club601"
66016,"club111"
66026,"club111"
66042,"club111"
66059,"club413"
66066,"club132"
66099,"club221"
66106,"club601"
66122,"club410"
66132,"club401"
66141,"club111"
66145,"club111"
66156,"club258"
66227,"club132"
66254,"club123"
66261,"club218"
66264,"club132"
66265,"club135"
66318,"club109"
66332,"club109"
66346,"club601"
66353,"club413"
66379,"club413"
66417,"club135"
66421,"club601"
66452,"club413"
66487,"club132"
66517,"club123"
66561,"club132"
66583,"club604"
66596,"club111"
66597,"club132"
66618,"club123"
66636,"club132"
66656,"club111"
66698,"club133"
66705,"club133"
66707,"club602"
66729,"club242"
66736,"club258"
66758,"club401"
66764,"club401"
66812,"club501"
66852,"club402"
66856,"club401"
66858,"club111"
66864,"club417"
66886,"club124"
66890,"club206"
66921,"club602"
66928,"club242"
66929,"club402"
66930,"club123"
66938,"club404"
66940,"club404"
66954,"club257"
66956,"club124"
66971,"club111"
66993,"club245"
67007,"club103"
67059,"club111"
67076,"club103"
67077,"club133"
67083,"club123"
67087,"club115"
67094,"club128"
67096,"club233"
67108,"club111"
67179,"club119"
67219,"club115"
67220,"club125"
67225,"club101"
67286,"club218"
67305,"club413"
67311,"club125"
67319,"club402"
67321,"club242"
67341,"club123"
67387,"club221"
67404,"club402"
67407,"club123"
67458,"club115"
67464,"club108"
67477,"club123"
67479,"club604"
67533,"club136"
67552,"club119"
67563,"club127"
67589,"club123"
67616,"club123"
67619,"club111"
67632,"club404"
67645,"club410"
67646,"club115"
67666,"club133"
67704,"club250"
67731,"club404"
67732,"club111"
67744,"club242"
67749,"club218"
67752,"club220"
67770,"club218"
67776,"club101"
67780,"club111"
67792,"club119"
67803,"club123"
67843,"club118"
67845,"club111"
67850,"club119"
67858,"club221"
67867,"club219"
67870,"club109"
67889,"club119"
67912,"club218"
67946,"club115"
68001,"club134"
68010,"club111"
68013,"club111"
68015,"club233"
68036,"club233"
68045,"club111"
68056,"club132"
68059,"club242"
68071,"club206"
68079,"club111"
68084,"club138"
68104,"club117"
68116,"club133"
68120,"club101"
68138,"club402"
68185,"club420"
68194,"club404"
68201,"club404"
68236,"club105"
68244,"club101"
68247,"club134"
68256,"club111"
68281,"club403"
68283,"club604"
68295,"club252"
68303,"club108"
68309,"club111"
68377,"club115"
68380,"club105"
68385,"club132"
68386,"club129"
68414,"club109"
68471,"club245"
68473,"club115"
68479,"club221"
68491,"club404"
68507,"club111"
68520,"club420"
68526,"club117"
68541,"club136"
68548,"club602"
68549,"club111"
68550,"club111"
68560,"club122"
68565,"club402"
68576,"club109"
68594,"club125"
68611,"club404"
68612,"club604"
68623,"club109"
68634,"club111"
68640,"club403"
68641,"club261"
68649,"club245"
68673,"club118"
68683,"club218"
68687,"club218"
68699,"club402"
68704,"club218"
68753,"club101"
68799,"club101"
68839,"club124"
68874,"club111"
68883,"club132"
68890,"club105"
68904,"club124"
68920,"club111"
68930,"club212"
68932,"club111"
68945,"club245"
68971,"club218"
68998,"club125"
69005,"club117"
69015,"club109"
69020,"club402"
69027,"club410"
69047,"club410"
69048,"club101"
69051,"club111"
69059,"club401"
69071,"club111"
69101,"club404"
69112,"club404"
69120,"club121"
69123,"club115"
69129,"club111"
69132,"club212"
69141,"club404"
69160,"club404"
69187,"club501"
69195,"club503"
69217,"club242"
69220,"club401"
69256,"club106"
69282,"club403"
69284,"club121"
69302,"club115"
69304,"club101"
69307,"club113"
69329,"club242"
69335,"club604"
69374,"club404"
69391,"club133"
69395,"club402"
69405,"club133"
69408,"club113"
69437,"club258"
69459,"club115"
69464,"club402"
69480,"club403"
69487,"club403"
69488,"club121"
69489,"club403"
69491,"club136"
69493,"club121"
69506,"club123"
69512,"club407"
69520,"club420"
69535,"club401"
69540,"club121"
69541,"club402"
69543,"club402"
69576,"club121"
69586,"club402"
69588,"club402"
69592,"club121"
69604,"club221"
69607,"club604"
69622,"club401"
69629,"club202"
69655,"club401"
69657,"club245"
69674,"club132"
69683,"club109"
69686,"club211"
69692,"club402"
69711,"club127"
69744,"club402"
69761,"club218"
69786,"club119"
69802,"club138"
69815,"club121"
69843,"club121"
69848,"club402"
69872,"club221"
69889,"club221"
69896,"club121"
69940,"club254"
69942,"club401"
69945,"club101"
69949,"club125"
69952,"club123"
69962,"club602"
69968,"club121"
69983,"club242"
69999,"club113"
70017,"club410"
70034,"club123"
70042,"club105"
70053,"club503"
70106,"club403"
70112,"club135"
70116,"club420"
70123,"club602"
70152,"club121"
70170,"club245"
70172,"club128"
70188,"club133"
70192,"club111"
70200,"club128"
70224,"club413"
70270,"club402"
70276,"club401"
70286,"club420"
70294,"club133"
70313,"club123"
70316,"club111"
70327,"club402"
70331,"club132"
70333,"club401"
70386,"club108"
70396,"club132"
70399,"club121"
70405,"club121"
70417,"club132"
70419,"club402"
70427,"club132"
70450,"club501"
70453,"club403"
70473,"club123"
70481,"club135"
70499,"club402"
70502,"club132"
70513,"club401"
70516,"club105"
70545,"club258"
70554,"club111"
70562,"club401"
70573,"club403"
70577,"club125"
70584,"club128"
70593,"club126"
70605,"club109"
70643,"club117"
70648,"club420"
70650,"club132"
70653,"club401"
70674,"club402"
70691,"club403"
70699,"club109"
70703,"club101"
70722,"club103"
70743,"club111"
70763,"club136"
70772,"club109"
70792,"club206"
70803,"club121"
70811,"club123"
70825,"club121"
70834,"club401"
70840,"club410"
70849,"club602"
70856,"club101"
70877,"club126"
70883,"club111"
70905,"club401"
70910,"club233"
70936,"club121"
70958,"club126"
70989,"club204"
70999,"club103"
71009,"club121"
71017,"club111"
71020,"club123"
71046,"club402"
71090,"club112"
71109,"club107"
71132,"club111"
71140,"club115"
71182,"club132"
71226,"club221"
71303,"club123"
71324,"club401"
71438,"club133"
71439,"club123"
71454,"club119"
71468,"club602"
71489,"club603"
71504,"club105"
71515,"club132"
71524,"club403"
71545,"club119"
71546,"club123"
71554,"club123"
71610,"club133"
71660,"club103"
71670,"club261"
71675,"club410"
71676,"club129"
71682,"club105"
71736,"club127"
71739,"club123"
71741,"club501"
71751,"club245"
71753,"club402"
71781,"club123"
71799,"club131"
71822,"club111"
71832,"club106"
71861,"club132"
71900,"club128"
71923,"club125"
71933,"club602"
71953,"club410"
71993,"club123"
72000,"club132"
72038,"club128"
72041,"club237"
72062,"club242"
72064,"club604"
72099,"club109"
72135,"club413"
72164,"club132"
72168,"club604"
72178,"club105"
72260,"club418"
72261,"club132"
72264,"club202"
72286,"club267"
72311,"club132"
72320,"club204"
72342,"club221"
72378,"club109"
72379,"club123"
72419,"club125"
72442,"club133"
72449,"club602"
72482,"club105"
72493,"club410"
72501,"club221"
72505,"club125"
72571,"club252"
72587,"club604"
72606,"club602"
72645,"club403"
72651,"club602"
72667,"club420"
72687,"club123"
72691,"club125"
72701,"club105"
72715,"club123"
72734,"club118"
72751,"club123"
72796,"club202"
72809,"club111"
72851,"club111"
72877,"club105"
72910,"club603"
72922,"club109"
72945,"club501"
72969,"club601"
73009,"club136"
73047,"club128"
73051,"club101"
73073,"club134"
73077,"club242"
73082,"club123"
73089,"club133"
73097,"club132"
73151,"club111"
73152,"club261"
73160,"club603"
73164,"club604"
73184,"club401"
73218,"club119"
73232,"club103"
73265,"club123"
73276,"club127"
73284,"club123"
73293,"club132"
73348,"club418"
73360,"club111"
73379,"club604"
73442,"club132"
73453,"club123"
73471,"club115"
73481,"club125"
73496,"club401"
73500,"club128"
73601,"club132"
73615,"club501"
73626,"club135"
73644,"club109"
73657,"club418"
73759,"club111"
73784,"club601"
73811,"club129"
73888,"club134"
73936,"club401"
73955,"club212"
74077,"club601"
74104,"club123"
74132,"club602"
74138,"club133"
74153,"club401"
74242,"club254"
74243,"club123"
74246,"club601"
74249,"club134"
74253,"club219"
74263,"club413"
74295,"club103"
74329,"club604"
74376,"club105"
74381,"club136"
74382,"club605"
74430,"club133"
74467,"club111"
74477,"club418"
74484,"club132"
74493,"club601"
74518,"club111"
74533,"club123"
74553,"club115"
74586,"club402"
74614,"club111"
74637,"club245"
74640,"club111"
74655,"club407"
74668,"club111"
74713,"club420"
74739,"club111"
74752,"club107"
74769,"club132"
74810,"club221"
74811,"club218"
74868,"club115"
74913,"club111"
74915,"club604"
74920,"club221"
74942,"club126"
74944,"club111"
74972,"club108"
74978,"club103"
74982,"club123"
74989,"club111"
75004,"club133"
75008,"club407"
75017,"club125"
75035,"club137"
75062,"club407"
75077,"club205"
75078,"club111"
75165,"club256"
75169,"club113"
75180,"club407"
75237,"club128"
75261,"club136"
75276,"club134"
75336,"club132"
75375,"club249"
75386,"club111"
75398,"club126"
75418,"club132"
75440,"club132"
75465,"club111"
75487,"club117"
75508,"club109"
75522,"club402"
75528,"club111"
75536,"club403"
75559,"club123"
75577,"club242"
75587,"club133"
75592,"club128"
75597,"club111"
75602,"club115"
75618,"club128"
75651,"club123"
75652,"club123"
75671,"club604"
75686,"club218"
75689,"club407"
75719,"club126"
75746,"club109"
75748,"club222"
75767,"club123"
75771,"club242"
75779,"club242"
75786,"club132"
75805,"club126"
75815,"club123"
75833,"club403"
75843,"club234"
75855,"club245"
75858,"club604"
75872,"club127"
75873,"club604"
75892,"club102"
75922,"club604"
75957,"club136"
75977,"club111"
75980,"club111"
76013,"club125"
76018,"club105"
76031,"club128"
76033,"club132"
76045,"club125"
76095,"club122"
76112,"club601"
76149,"club101"
76219,"club102"
76227,"club134"
76231,"club242"
76240,"club111"
76250,"club410"
76270,"club111"
76277,"club124"
76281,"club115"
76320,"club105"
76321,"club245"
76325,"club113"
76326,"club604"
76331,"club113"
76341,"club103"
76344,"club403"
76361,"club407"
76386,"club218"
76400,"club407"
76406,"club115"
76414,"club101"
76450,"club111"
76478,"club204"
76487,"club105"
76488,"club402"
76492,"club117"
76493,"club114"
76525,"club257"
76560,"club115"
76563,"club242"
76589,"club221"
76609,"club402"
76622,"club138"
76643,"club111"
76666,"club418"
76688,"club604"
76696,"club129"
76722,"club256"
76802,"club124"
76808,"club123"
76809,"club125"
76830,"club103"
76848,"club129"
76855,"club126"
76887,"club115"
76927,"club111"
76955,"club125"
76981,"club132"
77000,"club111"
77010,"club124"
77037,"club109"
77052,"club604"
77059,"club117"
77060,"club402"
77097,"club108"
77152,"club111"
77186,"club103"
77212,"club245"
77237,"club404"
77254,"club115"
77359,"club134"
77369,"club105"
77399,"club119"
77401,"club103"
77420,"club245"
77428,"club123"
77438,"club111"
77447,"club119"
77457,"club402"
77483,"club243"
77513,"club111"
77514,"club604"
77531,"club604"
77534,"club242"
77562,"club254"
77640,"club101"
77641,"club109"
77649,"club245"
77651,"club123"
77653,"club402"
77657,"club117"
77663,"club111"
77671,"club245"
77711,"club114"
77736,"club410"
77748,"club126"
77757,"club403"
77828,"club111"
77856,"club111"
77876,"club103"
77894,"club133"
77923,"club117"
77931,"club105"
77958,"club242"
77971,"club106"
77990,"club115"
78015,"club136"
78035,"club115"
78063,"club125"
78068,"club123"
78119,"club212"
78124,"club245"
78126,"club123"
78132,"club123"
78153,"club245"
78159,"club111"
78209,"club601"
78213,"club123"
78214,"club218"
78248,"club105"
78261,"club242"
78275,"club410"
78285,"club123"
78304,"club221"
78327,"club132"
78333,"club132"
78353,"club245"
78365,"club219"
78402,"club117"
78412,"club103"
78422,"club402"
78452,"club404"
78476,"club132"
78497,"club410"
78505,"club101"
78518,"club115"
78524,"club413"
78529,"club126"
78535,"club111"
78556,"club245"
78570,"club602"
78579,"club219"
78602,"club503"
78604,"club109"
78605,"club133"
78613,"club402"
78616,"club124"
78633,"club212"
78651,"club123"
78655,"club242"
78680,"club242"
78693,"club402"
78695,"club413"
78717,"club132"
78779,"club111"
78781,"club410"
78807,"club111"
78814,"club119"
78816,"club219"
78817,"club132"
78826,"club123"
78828,"club402"
78854,"club125"
78865,"club127"
78866,"club402"
78882,"club132"
78889,"club403"
78909,"club242"
78925,"club132"
78943,"club403"
78948,"club132"
78959,"club132"
78982,"club117"
79005,"club117"
79007,"club402"
79035,"club245"
79057,"club604"
79058,"club105"
79076,"club258"
79083,"club115"
79087,"club603"
79093,"club111"
79101,"club221"
79108,"club123"
79140,"club402"
79174,"club221"
79175,"club128"
79220,"club103"
79244,"club111"
79252,"club503"
79337,"club123"
79338,"club123"
79368,"club115"
79369,"club111"
79372,"club135"
79385,"club132"
79407,"club132"
79429,"club132"
79482,"club109"
79497,"club134"
79500,"club402"
79510,"club111"
79528,"club123"
79531,"club111"
79564,"club111"
79597,"club403"
79617,"club117"
79647,"club111"
79665,"club123"
79672,"club604"
79684,"club221"
79710,"club202"
79714,"club132"
79717,"club115"
79718,"club602"
79720,"club111"
79750,"club123"
79752,"club117"
79792,"club138"
79843,"club138"
79847,"club249"
79882,"club242"
79893,"club132"
79901,"club132"
79907,"club132"
79910,"club123"
79927,"club117"
79930,"club133"
79936,"club132"
79937,"club134"
79942,"club407"
79980,"club124"
79990,"club402"
80019,"club403"
80052,"club111"
80096,"club413"
80105,"club134"
80110,"club407"
80119,"club501"
80134,"club407"
80143,"club105"
80162,"club402"
80171,"club123"
80173,"club132"
80184,"club602"
80200,"club133"
80224,"club125"
80235,"club405"
80256,"club134"
80259,"club405"
80275,"club602"
80278,"club109"
80308,"club410"
80310,"club135"
80318,"club132"
80321,"club132"
80348,"club402"
80365,"club111"
80404,"club123"
80454,"club110"
80457,"club119"
80465,"club101"
80479,"club111"
80495,"club601"
80508,"club123"
80514,"club102"
80517,"club126"
80524,"club111"
80529,"club132"
80530,"club254"
80545,"club407"
80546,"club254"
80550,"club132"
80566,"club221"
80585,"club602"
80606,"club249"
80607,"club133"
80619,"club402"
80623,"club125"
80631,"club202"
80643,"club123"
80656,"club402"
80667,"club126"
80672,"club135"
80673,"club407"
80675,"club105"
80680,"club221"
80684,"club133"
80700,"club117"
80748,"club125"
80755,"club109"
80780,"club105"
80805,"club123"
80812,"club402"
80824,"club111"
80826,"club101"
80831,"club111"
80832,"club109"
80836,"club242"
80844,"club605"
80866,"club111"
80880,"club245"
80886,"club111"
80910,"club111"
80913,"club124"
80916,"club123"
80922,"club221"
80928,"club233"
80937,"club413"
80938,"club109"
80940,"club402"
80947,"club415"
80974,"club123"
81033,"club133"
81043,"club420"
81052,"club257"
81109,"club402"
81113,"club221"
81155,"club420"
81172,"club111"
81185,"club413"
81202,"club111"
81225,"club109"
81233,"club111"
81236,"club111"
81238,"club117"
81242,"club125"
81274,"club402"
81306,"club402"
81308,"club604"
81316,"club134"
81328,"club102"
81329,"club237"
81332,"club211"
81346,"club218"
81371,"club109"
81426,"club131"
81430,"club122"
81481,"club129"
81484,"club132"
81507,"club123"
81508,"club111"
81514,"club420"
81516,"club119"
81518,"club245"
81541,"club601"
81590,"club111"
81630,"club111"
81634,"club257"
81635,"club111"
81644,"club123"
81660,"club127"
81668,"club123"
81677,"club109"
