uid,stipend,employee_count,job_condition,WORKING_HOURS,JOB_DEP,Occupational_status,employer_type,type_of_contract,activity_sector,JOB_DESCRIPTION
62262,22855,"tr_4","C",1826,"67","O","ct_8","CDI","QB","526a"
62268,79096,"tr_5","C",1533,"67","O","ct_9","CDI","CE","461f"
62277,24745,"tr_6","P",1456,"67","O","ct_2","AUT","OZ","451g"
62280,31441,"tr_5","C",1820,"67","O","ct_8","CDI","QB","542a"
62292,17854,"tr_1","C",1634,"67","O","ct_8","CDI","QB","525d"
62304,27620,"tr_1","C",1691,"67","O","ct_9","CDI","EZ","628e"
62305,28318,"tr_1","N",1820,"67","O","ct_9","CDI","GZ","462a"
62306,19351,"tr_1","C",1507,"67","O","ct_9","CDI","CA","484a"
62322,3485,"tr_1","N",303,"67","O","ct_9","TTP","NZ","676a"
62323,20520,"tr_5","C",1830,"67","O","ct_8","CDI","QB","526d"
62329,19108,"tr_5","C",1832,"67","O","ct_9","CDI","GZ","556a"
62331,2155,"tr_5","C",314,"67","O","ct_9","CDD","GZ","551a"
62333,17107,"tr_6","C",1739,"93","O","ct_9","CDI","HZ","643a"
62337,54227,"tr_4","C",700,"67","O","ct_9","CDD","RZ","424a"
62349,64114,"tr_5","C",1561,"78","O","ct_9","CDI","GZ","374a"
62350,19327,"tr_1","N",1443,"67","O","ct_9","TTP","NZ","623a"
62351,47574,"tr_3","P",3000,"67","O","ct_8","CDI","QB","526a"
62352,32913,"tr_3","C",1648,"67","O","ct_9","CDI","FZ","621a"
62357,9127,"tr_1","P",1122,"67","O","ct_9","CDI","QB","563a"
62359,6448,"tr_1","P",600,"67","O","ct_4","CDI","SZ","542a"
62362,61097,"tr_6","C",1869,"67","O","ct_9","CDI","JC","388c"
62374,3198,"tr_1","C",308,"67","O","ct_9","CDI","SZ","562b"
62378,1894,NA,"N",155,"67","O",NA,"CDI","QB","563b"
62380,51870,"tr_3","P",1828,"67","O","ct_3","CDI","QB","344a"
62382,27830,"tr_1","C",1670,"67","O","ct_9","CDI","GZ","556a"
62386,11612,"tr_2","C",1058,"67","O","ct_9","CDI","CA","636c"
62398,14211,"tr_4","C",1746,"67","O","ct_9","CDI","GZ","552a"
62400,23530,"tr_6","C",1575,"67","O","ct_8","CDI","SZ","435a"
62404,27528,"tr_6","C",1927,"67","O","ct_8","CDI","QA","526a"
62427,15369,"tr_4","C",1570,"67","O","ct_8","CDI","PZ","422a"
62429,10523,"tr_3","C",541,"67","O","ct_9","CDI","GZ","462e"
62430,23475,"tr_3","C",829,"67","O","ct_9","CDI","CA","628a"
62441,25959,"tr_4","C",1845,"67","O","ct_9","CDI","CI","628d"
62443,27743,"tr_5","C",1817,"67","O","ct_9","CDI","CH","484b"
62444,12816,"tr_2","C",850,"67","X","ct_9","AUT","KZ","545b"
62449,4877,"tr_5","C",1820,"67","A","ct_9","CDD","FZ","681b"
62461,13208,"tr_5","C",1694,"67","O","ct_8","CDI","SZ","526c"
62463,11885,"tr_1","C",957,"67","O","ct_9","CDI","CB","543h"
62464,14737,"tr_5","C",1309,"67","O","ct_9","CDI","GZ","551a"
62465,30221,"tr_6","C",1810,"67","O","ct_9","CDI","HZ","461f"
62472,16714,"tr_6","C",1820,"67","O","ct_9","CDI","NZ","534a"
62477,18540,"tr_6","C",1820,"67","O","ct_9","CDI","QA","433d"
62483,23999,"tr_5","C",1910,"67","O","ct_9","CDI","HZ","676c"
62488,9949,"tr_3","C",798,"67","O","ct_8","CDI","QB","655a"
62492,22946,"tr_1","C",1581,"67","O","ct_9","CDI","GZ","477b"
62493,8952,"tr_3","C",816,"67","O","ct_9","TTP","NZ","681a"
62497,12058,"tr_1","C",870,"67","O","ct_9","TTP","NZ","626a"
62499,25116,"tr_4","C",1775,"67","O","ct_9","CDI","NZ","534b"
62506,23818,"tr_6","C",1687,"78","O","ct_9","CDI","FZ","621b"
62518,16692,"tr_3","C",1614,"67","O","ct_9","CDI","FZ","632g"
62521,27716,"tr_5","C",1809,"67","O","ct_9","CDI","FZ","477b"
62527,10488,"tr_6","C",1352,"67","O","ct_1","AUT","OZ","531a"
62528,21147,"tr_6","C",1227,"67","O","ct_9","CDI","NZ","475b"
62529,13875,"tr_3","C",1557,"67","O","ct_9","CDI","HZ","643a"
62531,24612,"tr_6","C",1955,"67","O","ct_9","CDI","CM","674d"
62532,5018,"tr_1","P",586,"67","O","ct_9","CDI","IZ","561b"
62539,29037,"tr_3","C",1820,"67","O","ct_9","CDI","JA","543g"
62541,17963,"tr_1","C",1705,"05","O","ct_9","CDI","FZ","632c"
62544,19294,"tr_6","P",1486,"67","O","ct_8","CDI","QA","526a"
62545,10610,"tr_0","C",979,"67","O","ct_9","CDI","HZ","643a"
62551,34816,"tr_5","C",1782,"67","O","ct_9","CDI","KZ","467c"
62553,11064,"tr_5","C",974,"67","O","ct_9","CDI","HZ","652a"
62559,16795,"tr_3","C",1820,"68","O","ct_8","CDI","QB","525d"
62566,21270,"tr_3","C",1834,"67","O","ct_9","CDI","CA","543g"
62568,26135,"tr_5","C",1820,"67","O","ct_8","CDI","PZ","341a"
62569,27366,"tr_6","C",1924,"67","O","ct_9","CDI","CJ","624f"
62570,18411,"tr_0","C",1937,"67","O","ct_9","CDI","CA","554a"
62578,28312,"tr_4","P",1456,"68","O","ct_9","CDI","FZ","461b"
62592,4471,"tr_3","C",393,"67","O","ct_9","TTP","NZ","653a"
62597,21840,"tr_1","C",1565,"57","O","ct_9","CDI","CK","466b"
62604,52677,"tr_5","C",1820,"67","O","ct_8","CDI","NZ","543b"
62609,12466,"tr_4","P",1475,"57","O","ct_9","CDI","GZ","551a"
62624,2516,"tr_5","C",252,"67","O","ct_9","CDI","KZ","467c"
62632,27428,"tr_4","P",1248,"67","O","ct_9","CDI","QA","433a"
62634,32963,"tr_5","C",1868,"31","O","ct_9","CDI","NZ","533a"
62644,23690,"tr_3","C",1688,"67","O","ct_9","CDI","HZ","652a"
62647,37577,"tr_4","C",1859,"67","O","ct_9","CDI","JC","388a"
62650,18537,"tr_6","C",1818,"67","O","ct_3","AUT","QA","632k"
62654,11642,"tr_2","C",1771,"67","A","ct_5","APP","OZ","461b"
62655,12399,"tr_2","C",1059,"67","O","ct_8","CDI","KZ","541d"
62656,2618,"tr_1","P",218,"67","O","ct_9","CDI","GZ","543b"
62659,19752,"tr_3","C",1838,"67","O","ct_9","CDI","HZ","521a"
62671,5511,"tr_6","C",296,"54","O","ct_9","CDI","NZ","684a"
62672,16053,"tr_4","P",1283,"67","O","ct_8","CDI","QB","424a"
62673,32128,"tr_1","C",1820,"67","O","ct_6","CDI","GZ","344d"
62674,10371,NA,"C",1037,"67","O",NA,"CDI","TZ","563c"
62679,32172,"tr_6","C",1603,"67","O","ct_9","CDI","HZ","466c"
62694,18193,"tr_2","P",1348,"67","O","ct_8","CDI","QB","526a"
62700,17877,"tr_0","C",1489,"67","O","ct_9","CDI","FZ","671c"
62701,3258,"tr_3","C",161,"67","O","ct_9","CDD","GZ","551a"
62702,28336,"tr_5","C",1240,"67","O","ct_9","CDI","HZ","466a"
62707,24210,"tr_6","C",1694,"92","O","ct_9","CDI","MC","463d"
62711,10826,"tr_2","C",1119,"67","O","ct_9","CDI","NZ","684a"
62714,35392,"tr_3","C",1950,"67","O","ct_9","CDI","QA","526b"
62717,52555,"tr_4","C",1614,"67","O","ct_9","CDI","CG","384c"
62718,19112,"tr_5","C",1854,"67","O","ct_9","CDI","JC","478c"
62719,36279,"tr_0","C",2055,"67","O","ct_9","CDI","HZ","462e"
62720,16110,"tr_5","P",1780,"67","O","ct_9","CDI","NZ","684a"
62722,60175,"tr_4","C",1840,"67","O","ct_9","CDI","GZ","462e"
62727,27830,"tr_3","C",2440,"67","O","ct_9","CDI","NZ","684a"
62736,29412,"tr_6","C",1824,"67","O","ct_1","AUT","OZ","623f"
62743,36133,"tr_1","C",1697,"67","O","ct_9","CDI","GZ","463e"
62747,38766,"tr_5","C",1784,"67","O","ct_9","CDI","NZ","462e"
62750,27012,"tr_2","C",1763,"67","O","ct_9","CDI","GZ","463d"
62753,12296,"tr_5","C",1393,"67","O","ct_8","CDI","SZ","526c"
62760,2834,"tr_2","P",237,"67","O",NA,"CDI","NZ","684a"
62769,26750,"tr_2","P",1756,"67","O","ct_8","CDI","PZ","341a"
62778,2818,NA,"C",315,"67","O",NA,"CDI","FZ","681b"
62781,11978,"tr_4","P",1395,"67","O","ct_9","CDI","NZ","684a"
62794,20291,"tr_5","C",1607,"67","O","ct_9","CDI","CH","474b"
62796,26134,"tr_5","P",1580,"67","O","ct_9","CDI","KZ","467c"
62799,42675,"tr_6","C",2185,"67","O","ct_9","CDI","CC","676c"
62800,9904,"tr_0","C",1157,"67","O","ct_9","CDI","GZ","554e"
62804,41477,"tr_1","C",1771,"57","O","ct_9","CDI","GZ","344d"
62807,29150,"tr_6","C",1848,"67","O","ct_9","CDI","CH","478c"
62810,26514,"tr_2","C",2005,"67","O","ct_9","CDI","HZ","466c"
62814,30324,"tr_4","C",1820,"67","O","ct_8","CDI","QB","434d"
62824,43577,"tr_2","C",1828,"68","O","ct_9","CDI","FZ","382d"
62827,1744,"tr_4","C",179,"67","O",NA,"CDI","NZ","676c"
62832,14378,"tr_1","N",1277,"67","O","ct_9","TTP","NZ","375b"
62835,1985,NA,"C",141,"67","O",NA,"CDI","QB","526a"
62837,34416,"tr_2","C",1820,"67","O","ct_9","CDI","CG","373c"
62840,28033,"tr_6","C",1776,"67","O","ct_9","CDI","HZ","486d"
62852,3487,"tr_1","C",385,"67","O","ct_9","TTP","NZ","652a"
62853,3406,"tr_3","C",337,"67","O","ct_9","CDI","NZ","534a"
62856,6831,"tr_6","C",482,"67","O","ct_9","CDD","CJ","673c"
62861,23844,"tr_4","C",1599,"67","O","ct_9","CDI","FZ","461f"
62863,11725,"tr_1","C",542,"67","O","ct_9","CDI","GZ","433d"
62865,9611,"tr_2","P",1147,"67","O","ct_9","CDI","HZ","521a"
62868,28563,"tr_6","C",1820,"31","O","ct_5","CDD","MB","371a"
62870,21531,"tr_4","C",1820,"67","O","ct_9","CDI","GZ","652a"
62871,18040,"tr_1","C",1750,"67","O","ct_9","CDI","GZ","433d"
62872,3146,"tr_1","C",1235,"57","A","ct_9","APP","GZ","682a"
62876,3081,NA,"C",152,"68","O",NA,"CDI","PZ","341a"
62877,13869,"tr_3","C",1057,"67","O","ct_9","CDI","FZ","632f"
62881,19990,"tr_4","P",1437,"67","O","ct_9","CDI","CJ","673c"
62883,13414,"tr_3","C",1655,"67","O","ct_9","CDI","HZ","543h"
62890,14311,"tr_3","C",1418,"67","O","ct_9","CDI","GZ","636a"
62895,19681,"tr_6","C",1827,"67","O","ct_9","CDI","CJ","487b"
62896,37971,"tr_6","C",1820,"67","O","ct_9","CDI","KZ","388c"
62900,29855,"tr_5","C",1827,"67","O","ct_9","CDI","JC","388a"
62912,11715,"tr_3","P",780,"67","O","ct_9","CDI","GZ","551a"
62919,27404,"tr_4","C",1817,"67","O","ct_9","CDI","NZ","433a"
62921,47480,"tr_6","P",1455,"67","O","ct_2","CDI","OZ","332b"
62932,5735,"tr_4","C",585,"67","O","ct_9","CDI","CG","628g"
62933,2399,"tr_6","P",243,"67","O","ct_9","CDI","GZ","553c"
62934,17127,"tr_5","P",1456,"67","O","ct_2","CDI","RZ","524c"
62936,14994,"tr_5","P",1389,"67","O","ct_8","CDI","PZ","525a"
62937,15782,"tr_4","P",813,"67","O","ct_8","CDI","PZ","341a"
62938,25429,"tr_2","C",2100,"67","O","ct_9","CDI","JC","478a"
62942,14962,"tr_6","P",1049,"67","O","ct_9","CDI","CJ","477a"
62945,19277,"tr_5","C",1931,"67","O","ct_9","CDI","CH","626b"
62966,44994,"tr_6","C",1820,"67","O","ct_9","CDI","JA","353c"
62978,2940,NA,"C",152,"67","O",NA,"CDI","PZ","333e"
62980,32383,"tr_3","C",1859,"67","O","ct_9","CDI","MA","461d"
62990,28036,"tr_3","C",2176,"67","O","ct_9","CDI","HZ","641a"
62991,24303,"tr_5","C",1813,"67","O","ct_1","CDI","OZ","471b"
62992,22275,"tr_3","C",1820,"67","O","ct_2","AUT","PZ","421b"
62993,31770,"tr_6","C",1454,"67","O","ct_9","CDI","CJ","387d"
62996,20843,"tr_4","C",1817,"67","O","ct_9","CDI","GZ","543g"
62997,11122,"tr_1","C",1820,"67","A","ct_9","APP","FZ","634b"
63000,18397,"tr_4","C",1830,"95","O","ct_9","CDI","SZ","477b"
63005,13214,"tr_4","C",1134,"67","O","ct_9","CDI","IZ","636d"
63014,33739,"tr_1","C",2200,"67","O","ct_9","CDI","CA","484a"
63015,24826,"tr_2","C",1484,"68","O","ct_9","CDI","GZ","542a"
63023,35723,"tr_1","P",1120,"67","O","ct_9","CDI","QA","433c"
63024,25114,"tr_2","C",1484,"68","O","ct_9","CDI","GZ","542a"
63026,12221,"tr_6","P",1690,"67","O","ct_9","CDI","NZ","684a"
63028,21356,"tr_4","C",1583,"67","O","ct_9","CDI","CI","628c"
63031,19347,"tr_1","C",1927,"67","O","ct_9","CDI","HZ","526e"
63034,19371,"tr_5","C",1822,"67","O","ct_9","CDI","CH","626b"
63036,27712,"tr_4","C",1860,"67","O","ct_1","CDI","OZ","543g"
63037,16739,"tr_5","C",1785,"67","O","ct_9","CDD","CA","674c"
63042,36051,"tr_4","C",1637,"67","O","ct_9","CDI","GZ","462b"
63043,3253,NA,"C",382,"68","O",NA,"CDI","QB","563b"
63050,6016,"tr_2","N",NA,"68","O","ct_2","AUT","OZ","335a"
63051,19496,"tr_3","P",1237,"68","O","ct_9","CDI","HZ","543b"
63054,113615,"tr_6","P",1732,"68","O","ct_4","CDI","MB","342f"
63055,16561,"tr_3","C",852,"68","O","ct_8","CDI","QB","434g"
63057,52112,"tr_5","C",1820,"68","O","ct_9","CDI","CM","374b"
63060,18293,"tr_1","C",1577,"68","O","ct_9","CDI","FZ","632g"
63063,29557,"tr_5","C",2071,"68","O","ct_9","CDI","CF","475b"
63070,6822,"tr_3","P",878,"68","O","ct_9","CDI","NZ","684a"
63071,21432,"tr_4","C",1524,"68","O","ct_9","CDI","GZ","464a"
63072,37552,"tr_4","C",2139,"68","O","ct_9","CDI","CG","641a"
63080,21773,"tr_4","P",1902,"68","O","ct_9","CDI","NZ","543h"
63083,31404,"tr_1","C",2030,"68","O","ct_9","CDI","GZ","461d"
63087,52957,"tr_1","C",1621,"68","O","ct_9","CDI","JC","388c"
63095,15454,"tr_3","C",1674,"67","O","ct_9","CDI","NZ","534a"
63096,18962,"tr_5","C",1647,"68","O","ct_9","CDI","HZ","655a"
63102,35071,"tr_5","C",1820,"68","O","ct_8","CDI","PZ","341a"
63106,13711,"tr_1","C",1677,"68","O","ct_9","CDI","FZ","681a"
63111,25648,"tr_6","C",1445,"68","O","ct_9","CDI","CL","628b"
63119,57514,"tr_6","C",1820,"68","O","ct_9","CDI","DZ","386d"
63126,36595,"tr_5","C",1896,"68","O","ct_8","CDI","QA","431f"
63132,28092,"tr_1","C",1532,"68","O","ct_9","CDI","HZ","466c"
63133,16024,"tr_4","C",1585,"68","O","ct_9","CDI","GZ","542a"
63143,11351,"tr_1","C",1206,"68","O","ct_9","CDI","IZ","561c"
63144,1725,"tr_6","C",308,"68","X","ct_9","AUT","CK","385a"
63146,2468,NA,"C",154,"68","O",NA,"CDI","CA","674c"
63149,29415,"tr_1","C",1655,"68","O","ct_9","CDI","GZ","463c"
63160,27214,"tr_1","C",1820,"68","O","ct_9","CDI","GZ","462b"
63162,60190,"tr_1","C",2080,"68","O","ct_6","CDI","GZ","373d"
63163,6436,"tr_4","C",829,"68","X","ct_9","AUT","CA","625g"
63167,24381,"tr_4","C",1474,"68","O","ct_9","CDI","GZ","462e"
63168,8396,"tr_1","P",1112,"68","O","ct_9","CDI","SZ","562a"
63174,15362,"tr_1","C",1822,"68","O","ct_9","CDI","GZ","554e"
63187,20303,"tr_1","P",1491,"68","O","ct_9","CDI","KZ","467a"
63194,27205,"tr_1","C",2135,"68","O","ct_9","CDI","HZ","466c"
63201,51499,"tr_6","C",1747,"68","O","ct_9","CDI","DZ","386d"
63209,12345,"tr_1","C",1062,"68","O","ct_9","CDI","GZ","551a"
63218,20953,"tr_3","C",1837,"68","O","ct_9","CDI","QA","526e"
63221,22158,"tr_5","C",1999,"68","O","ct_9","CDI","HZ","641a"
63223,24945,"tr_4","P",1657,"68","O","ct_8","CDI","KZ","545c"
63226,24574,"tr_1","C",1610,"68","O","ct_9","CDI","FZ","632f"
63233,40397,"tr_6","P",1414,"92","O","ct_9","CDI","GZ","463d"
63236,28148,"tr_6","C",1638,"68","O","ct_9","CDI","CL","483a"
63240,23711,"tr_6","P",1791,"68","O","ct_8","CDI","QB","432d"
63249,19223,"tr_6","C",1911,"68","O","ct_9","CDI","GZ","643a"
63270,14501,"tr_2","C",1468,"68","O","ct_9","CDI","HZ","526e"
63281,1688,"tr_1","C",197,"68","O","ct_9","TTP","NZ","676e"
63282,43431,"tr_6","C",1924,"68","O","ct_4","CDI","MB","342g"
63284,8800,"tr_1","P",910,"68","O","ct_9","CDI","GZ","374d"
63288,27762,"tr_2","C",1813,"68","O","ct_9","CDI","CB","461f"
63291,15939,"tr_2","C",1697,"68","O","ct_9","CDI","RZ","632k"
63293,27483,"tr_5","C",1978,"68","O","ct_9","CDI","CC","627f"
63300,19477,"tr_3","C",1647,"68","O","ct_9","CDI","CM","675b"
63305,18081,"tr_3","C",1610,"68","O","ct_9","CDI","GZ","462e"
63307,5563,NA,"C",618,"68","O",NA,"TOA","QB","563b"
63308,24062,"tr_3","P",1219,"68","O","ct_8","CDI","PZ","341a"
63309,28201,"tr_1","C",2086,"68","O","ct_9","CDI","GZ","374d"
63316,17181,"tr_4","C",1820,"68","O","ct_8","CDI","QB","525d"
63318,70712,"tr_4","P",1945,"68","O","ct_8","CDI","QB","344b"
63320,20587,"tr_6","C",1872,"68","O","ct_9","CDI","CL","474b"
63321,43907,"tr_3","C",2200,"68","O","ct_9","CDI","KZ","462a"
63330,25866,"tr_2","C",1820,"68","O","ct_8","CDI","QB","434d"
63334,28342,"tr_2","C",1662,"68","O","ct_9","CDI","QA","526b"
63339,14226,"tr_0","C",1543,"68","O","ct_9","CDI","GZ","636a"
63340,13001,"tr_6","P",1087,"68","O","ct_8","CDI","QA","431f"
63341,46869,"tr_1","C",1527,"68","O","ct_9","CDI","GZ","463e"
63343,14112,"tr_0","C",1475,"68","O","ct_9","CDI","MA","676a"
63344,55695,"tr_5","C",1842,"67","O","ct_9","CDI","CJ","484a"
63347,49361,"tr_1","C",2028,"67","O","ct_9","CDI","MA","461d"
63348,20839,"tr_1","C",1764,"68","O","ct_8","CDI","SZ","525d"
63378,8652,"tr_5","C",1188,"68","O","ct_9","CDI","GZ","641a"
63383,16222,"tr_1","C",1488,"68","O","ct_9","CDI","GZ","462d"
63387,30089,"tr_6","C",2101,"68","O","ct_2","AUT","OZ","621f"
63391,27239,"tr_1","C",1618,"68","O","ct_9","CDI","GZ","556a"
63393,24272,"tr_6","C",1819,"68","O","ct_3","AUT","QA","632k"
63394,16766,"tr_2","C",1552,"68","O","ct_9","CDI","GZ","433d"
63402,33296,"tr_1","P",1637,"68","O","ct_9","CDI","GZ","344d"
63404,12612,"tr_2","C",1157,"68","O","ct_8","CDI","PZ","424a"
63408,38957,"tr_3","C",1907,"68","O","ct_8","CDI","QB","434a"
63425,20103,"tr_2","C",1749,"90","O","ct_9","CDI","GZ","551a"
63429,18175,"tr_5","C",1515,"68","O","ct_9","CDI","CA","625g"
63433,3776,"tr_2","C",181,"68","O","ct_9","TTP","NZ","463e"
63438,36756,"tr_5","C",1820,"68","O","ct_9","CDI","CH","462e"
63441,23127,"tr_4","P",1610,"68","O","ct_9","CDI","GZ","461d"
63444,21317,"tr_3","C",1624,"68","O","ct_9","CDI","FZ","632h"
63445,23779,"tr_6","C",1553,"68","O","ct_9","CDI","CL","626a"
63449,22293,"tr_3","C",1591,"68","O","ct_9","CDI","DZ","543g"
63455,8918,"tr_1","C",681,"68","O","ct_9","CDI","IZ","561b"
63459,28902,"tr_5","C",2012,"68","O","ct_9","CDI","CA","643a"
63460,34190,"tr_1","P",1686,"68","O","ct_9","CDI","KZ","467a"
63461,1280,"tr_5","P",215,"75","O","ct_9","CDI","QB","563b"
63466,16036,"tr_0","C",1823,"68","O","ct_9","CDI","MC","544a"
63471,29788,"tr_2","C",1680,"68","O","ct_9","CDI","CH","373d"
63472,24481,"tr_3","C",1779,"68","O","ct_9","CDI","GZ","462b"
63476,20027,"tr_2","C",1651,"68","O","ct_9","CDI","BZ","621g"
63490,16182,"tr_5","P",1304,"68","O","ct_9","CDI","HZ","641b"
63493,37962,"tr_5","C",1820,"68","O","ct_4","CDI","PZ","341a"
63497,23849,"tr_1","C",1943,"68","O","ct_9","CDI","NZ","433a"
63500,6239,"tr_3","P",818,"68","O","ct_9","CDI","IZ","561d"
63504,31413,"tr_6","C",1869,"68","O","ct_9","CDD","CF","625b"
63510,21763,"tr_4","C",1784,"68","O","ct_8","CDI","PZ","341a"
63515,11468,"tr_1","C",827,"68","O","ct_9","CDI","GZ","554d"
63520,24019,"tr_3","C",2200,"68","O","ct_9","CDI","QA","526e"
63526,17100,"tr_5","C",1847,"68","O","ct_8","CDI","QB","525d"
63529,23165,"tr_1","C",1820,"68","O","ct_9","CDI","HZ","389a"
63530,23733,"tr_1","N",3000,"68","O","ct_7","CDI","QB","563a"
63531,17012,"tr_3","C",1211,"68","O","ct_9","CDI","FZ","542a"
63538,34864,"tr_2","C",1820,"68","O","ct_9","CDI","KZ","467a"
63543,24511,"tr_6","C",1820,"68","O","ct_8","CDI","QB","434d"
63550,12263,"tr_1","N",1279,"68","O","ct_9","TTP","NZ","632c"
63552,7831,"tr_2","C",520,"67","O","ct_9","CDI","NZ","372c"
63558,32068,"tr_2","C",1820,"68","O","ct_9","CDI","KZ","467a"
63560,15618,"tr_6","P",1456,"67","O","ct_2","AUT","OZ","525b"
63564,27686,"tr_5","C",1456,"68","O","ct_8","CDI","OZ","376f"
63567,1184,NA,"C",125,"68","O",NA,"CDI","GZ","676a"
63575,27906,"tr_5","C",1774,"68","O","ct_9","CDI","FZ","624d"
63586,39756,"tr_6","C",1613,"68","O","ct_9","CDI","CH","626b"
63602,20793,"tr_1","C",1664,"67","O","ct_9","CDI","NZ","475a"
63605,26600,"tr_3","C",1648,"68","O","ct_9","CDI","CE","462c"
63612,13070,"tr_3","C",1381,"68","O","ct_8","CDI","QB","526d"
63615,1950,"tr_1","C",197,"68","O","ct_9","TTP","NZ","681a"
63620,12119,"tr_6","C",1730,"68","O","ct_8","CDI","QB","563b"
63625,2750,"tr_1","C",157,"67","O","ct_9","CDI","MC","526b"
63629,23144,"tr_2","C",1796,"68","O","ct_9","CDI","MA","461d"
63632,27521,"tr_4","C",1820,"68","O","ct_8","CDI","PZ","341a"
63641,22551,"tr_5","C",1828,"68","O","ct_9","CDI","NZ","676c"
63644,9582,"tr_5","P",985,"68","O","ct_9","CDI","NZ","684a"
63645,30997,"tr_3","C",1442,"78","O","ct_9","CDI","GZ","374d"
63649,12063,"tr_1","C",1170,"68","O","ct_9","TTP","NZ","652a"
63653,23983,"tr_3","C",1683,"68","O","ct_9","CDI","CC","632c"
63657,32574,"tr_6","C",1827,"68","O","ct_9","CDI","CE","477b"
63668,7613,"tr_1","P",590,"68","O","ct_9","CDI","IZ","561c"
63672,38728,"tr_5","C",1915,"68","O","ct_9","CDI","CE","461f"
63677,8457,"tr_1","C",885,"68","O","ct_9","CDI","IZ","561b"
63680,7602,"tr_0","C",910,"68","O","ct_6","CDI","FZ","632a"
63682,14393,"tr_6","C",1820,"68","O","ct_8","CDI","QB","525d"
63685,17109,"tr_4","C",1734,"68","O","ct_9","CDI","HZ","676d"
63689,38153,"tr_4","C",1786,"68","O","ct_9","CDI","EZ","651a"
63690,22226,"tr_3","C",1614,"68","O","ct_9","CDI","GZ","554e"
63696,6451,"tr_2","P",674,"68","O","ct_8","CDI","IZ","468a"
63698,3290,"tr_4","P",442,"68","O","ct_9","CDI","QB","563b"
63699,20080,"tr_4","C",1672,"68","O","ct_9","CDI","CC","676c"
63707,50232,"tr_6","C",1924,"68","O","ct_4","CDI","MB","342g"
63718,35433,"tr_6","C",1778,"94","O","ct_9","CDI","GZ","463d"
63729,28780,"tr_5","C",1820,"68","O","ct_8","CDI","PZ","341a"
63739,26781,"tr_2","C",1789,"68","O","ct_9","CDI","CH","623g"
63741,17861,"tr_1","P",1265,"68","O","ct_9","CDI","MC","526b"
63745,12863,"tr_5","C",1378,"68","O","ct_9","CDI","CA","625g"
63747,30126,"tr_5","C",1789,"68","O","ct_9","CDI","CE","625a"
63749,2281,"tr_1","C",248,"68","O","ct_9","TTP","NZ","676c"
63765,28345,"tr_6","C",1718,"25","O","ct_9","CDI","CL","373a"
63769,5715,"tr_1","P",324,"68","O","ct_6","CDI","KZ","542a"
63771,24361,"tr_5","C",1834,"67","O","ct_9","CDI","JC","388a"
63774,14648,"tr_2","C",1596,"68","O","ct_9","CDI","FZ","633a"
63776,25588,"tr_3","C",2142,"68","O","ct_9","CDI","CA","625d"
63784,25198,"tr_1","C",1820,"68","O","ct_8","CDI","QB","542a"
63788,13157,"tr_5","C",1410,"68","O","ct_8","CDI","NZ","684a"
63791,24426,"tr_6","C",1872,"68","O","ct_9","CDI","CL","423b"
63792,14170,"tr_5","C",1743,"57","O","ct_9","CDI","NZ","534a"
63799,8209,"tr_2","N",641,"68","O","ct_9","TTP","NZ","651a"
63803,17756,"tr_1","C",1820,"68","O","ct_9","CDI","CG","625c"
63816,26407,"tr_4","C",1820,"68","O","ct_8","CDI","QB","542a"
63817,8358,"tr_0","C",1027,"68","O","ct_9","CDI","GZ","473c"
63820,16665,"tr_3","C",1221,"67","O","ct_9","CDI","FZ","632k"
63822,6007,"tr_0","C",936,"68","O","ct_9","CDI","GZ","462e"
63823,51455,"tr_4","C",1741,"95","O","ct_9","CDI","GZ","385c"
63827,26025,"tr_1","C",1820,"68","O","ct_8","CDI","SZ","435a"
63830,42196,"tr_6","C",1820,"68","O","ct_9","CDI","CE","344d"
63833,48926,"tr_6","C",1820,"68","O","ct_9","CDI","FZ","382a"
63834,19115,"tr_5","C",1656,"68","O","ct_1","CDD","PZ","422a"
63838,1973,"tr_1","C",135,"68","O",NA,"CDI","NZ","643a"
63843,14442,"tr_1","C",1568,"68","O","ct_9","CDI","HZ","643a"
63863,21794,"tr_1","C",1577,"68","O","ct_9","CDI","FZ","632g"
63875,16171,"tr_5","C",1829,"68","O","ct_8","CDI","QA","525d"
63880,12679,"tr_2","C",1788,"68","O","ct_9","CDI","GZ","653a"
63890,35842,"tr_2","C",1750,"68","O","ct_9","CDI","NZ","373d"
63902,42991,"tr_2","C",1820,"68","O","ct_9","CDI","FZ","382c"
63912,26211,"tr_5","C",1785,"68","O","ct_9","CDI","HZ","466c"
63919,17003,"tr_1","C",1694,"68","O","ct_9","CDI","HZ","541b"
63921,11565,"tr_4","C",337,"68","O","ct_9","CDI","KZ","467c"
63923,23288,"tr_6","P",1164,"68","O","ct_4","CDI","HZ","461c"
63924,29571,"tr_6","C",2124,"68","O","ct_9","CDI","CK","624c"
63930,17787,"tr_1","N",1401,"68","O","ct_9","TTP","NZ","676a"
63941,11328,"tr_4","P",1161,"68","O","ct_9","CDI","QB","563b"
63951,20145,"tr_1","C",1802,"68","O","ct_9","CDI","JC","478a"
63955,37111,"tr_5","C",816,"68","O","ct_9","CDI","CG","485b"
63967,20410,"tr_5","C",2080,"68","O","ct_9","CDI","CG","625c"
63969,31009,"tr_3","C",1828,"68","O","ct_8","CDI","PZ","341a"
