uid,Activity_type,Studying,SEX,INSEE,Age_2020,qualification,FAMILY_TYPE,occupation_42,target
42489,"TA1-1",FALSE,"Female","49099",53,"DIPL1.3","typem4.1","csp_5_4","X"
42491,"TA1-1",FALSE,"Female","49099",48,"DIPL1.3","typem4.1","csp_5_2","X"
42492,"TA2-2",TRUE,"Male","49099",25,"DIPL1.6","typem4.3","csp_8_4","B"
42493,"TA2-1",FALSE,"Female","49099",84,"DIPL1.1","typem4.4","csp_7_1","B"
42494,"TA2-2",TRUE,"Male","49099",15,"DIPL3","typem4.1","csp_8_5","X"
42496,"TA2-1",FALSE,"Female","49099",81,"DIPL1.3","typem4.4","csp_7_7","X"
42497,"TA1-1",FALSE,"Female","49099",43,"DIPL2","typem3.2","csp_5_6","B"
42501,"TA1-1",FALSE,"Female","49099",58,"DIPL1.5","typem4.1","csp_5_4","X"
42503,"TA1-1",FALSE,"Female","49099",48,"DIPL1.8","typem4.1","csp_6_9","X"
42507,"TA1-1",FALSE,"Female","49099",56,"DIPL1.8","typem1.2","csp_3_4","X"
42513,"TA1-1",FALSE,"Male","49100",50,"DIPL1.4","typem4.1","csp_3_8","X"
42516,"TA1-2",FALSE,"Male","49109",49,"DIPL1.5","typem1.1","csp_6_2","X"
42517,"TA2-1",FALSE,"Female","49109",69,"DIPL1.1","typem4.4","csp_7_7","B"
42518,"TA2-1",FALSE,"Female","49109",67,"DIPL1.7","typem4.4","csp_7_5","B"
42519,"TA1-2",FALSE,"Male","49110",64,"DIPL1.5","typem4.3","csp_6_9","B"
42520,"TA2-2",TRUE,"Male","49110",17,"DIPL1.2","typem4.1","csp_8_4","B"
42521,"TA1-2",FALSE,"Female","49112",35,"DIPL1.2","typem4.2","csp_5_5","X"
42522,"TA1-1",FALSE,"Male","49112",60,"DIPL1.3","typem4.1","csp_6_8","X"
42523,"TA1-1",FALSE,"Female","49113",58,"DIPL1.2","typem4.1","csp_4_5","X"
42525,"TA1-1",FALSE,"Female","49120",49,"DIPL1.6","typem3.2","csp_5_5","X"
42527,"TA2-1",FALSE,"Female","49120",92,"DIPL1.1","typem1.2","csp_7_7","X"
42528,"TA1-1",FALSE,"Male","49123",50,"DIPL1.8","typem3.2","csp_3_4","X"
42529,"TA2-1",FALSE,"Male","49123",79,"DIPL1.1","typem4.4","csp_7_8","X"
42531,"TA1-1",FALSE,"Male","49125",61,"DIPL1.1","typem4.1","csp_6_2","B"
42532,"TA1-1",FALSE,"Female","49125",43,"DIPL1.7","typem4.1","csp_4_3","B"
42533,"TA1-1",FALSE,"Male","49125",41,"DIPL1.3","typem4.1","csp_6_2","B"
42534,"TA1-1",FALSE,"Female","49125",47,"DIPL1.6","typem4.1","csp_3_5","B"
42535,"TA1-1",FALSE,"Female","49125",35,"DIPL1.6","typem4.1","csp_4_6","B"
42539,"TA1-1",FALSE,"Female","49127",59,"DIPL1.4","typem4.1","csp_2_2","B"
42540,"TA1-2",FALSE,"Male","49127",26,"DIPL2","typem4.3","csp_5_4","B"
42545,"TA2-5",FALSE,"Female","49129",39,"DIPL1.3","typem4.2","csp_8_5","X"
42547,"TA2-1",FALSE,"Male","49131",89,"DIPL2","typem4.4","csp_7_8","B"
42548,"TA1-1",FALSE,"Female","49132",66,"DIPL1.1","typem4.3","csp_5_6","X"
42550,"TA2-1",FALSE,"Male","49132",71,"DIPL1.4","typem1.1","csp_7_5","X"
42551,"TA2-1",FALSE,"Female","49135",58,"DIPL1.3","typem1.2","csp_7_5","B"
42552,"TA1-1",FALSE,"Female","49135",36,"DIPL1.3","typem1.2","csp_5_2","B"
42553,"TA1-1",FALSE,"Male","49138",63,"DIPL1.6","typem4.1","csp_4_6","X"
42555,"TA1-1",FALSE,"Female","49140",30,"DIPL1.8","typem4.1","csp_3_1","X"
42557,"TA1-1",FALSE,"Male","49140",38,"DIPL1.3","typem1.1","csp_6_7","X"
42559,"TA1-1",FALSE,"Male","49155",38,"DIPL1.5","typem4.1","csp_2_1","X"
42563,"TA1-1",FALSE,"Male","49160",39,"DIPL1.3","typem4.1","csp_6_3","X"
42564,"TA1-1",FALSE,"Female","49160",49,"DIPL1.3","typem3.2","csp_5_2","X"
42567,"TA2-2",TRUE,"Male","49163",16,"DIPL1.2","typem4.2","csp_8_4","B"
42568,"TA2-1",FALSE,"Female","49163",74,"DIPL1.1","typem1.2","csp_7_7","X"
42569,"TA1-1",FALSE,"Female","49163",58,"DIPL1.1","typem4.1","csp_5_6","B"
42574,"TA1-1",FALSE,"Female","49163",41,"DIPL1.2","typem4.1","csp_6_7","B"
42575,"TA2-1",FALSE,"Male","49163",73,"DIPL1.1","typem4.4","csp_7_1","B"
42576,"TA1-1",FALSE,"Female","49167",54,"DIPL1.6","typem1.2","csp_5_6","B"
42577,"TA1-1",FALSE,"Male","49167",53,"DIPL1.3","typem3.1","csp_6_8","X"
42578,"TA1-1",FALSE,"Male","49167",31,"DIPL1.6","typem4.1","csp_5_5","B"
42579,"TA1-1",FALSE,"Female","49167",52,"DIPL1.5","typem4.1","csp_5_2","B"
42581,"TA1-1",FALSE,"Male","49170",33,"DIPL1.3","typem1.1","csp_5_2","X"
42582,"TA1-1",FALSE,"Female","49174",22,"DIPL1.6","typem1.2","csp_5_2","X"
42583,"TA2-1",FALSE,"Female","49174",81,"DIPL1.1","typem1.2","csp_7_8","B"
42585,"TA1-1",FALSE,"Male","49176",59,"DIPL1.3","typem4.1","csp_6_7","X"
42588,"TA1-1",FALSE,"Female","49176",31,"DIPL1.6","typem1.2","csp_5_2","B"
42591,"TA1-1",FALSE,"Male","49178",47,"DIPL1.8","typem4.1","csp_4_3","B"
42600,"TA1-1",FALSE,"Female","49180",51,"DIPL1.3","typem1.2","csp_5_2","B"
42601,"TA1-1",FALSE,"Female","49182",35,"DIPL1.5","typem4.1","csp_4_3","B"
42602,"TA1-1",FALSE,"Male","49182",42,"DIPL1.4","typem4.1","csp_2_2","X"
42608,"TA1-1",FALSE,"Female","49193",33,"DIPL1.3","typem4.1","csp_5_2","X"
42610,"TA2-1",FALSE,"Female","49193",71,"DIPL1.3","typem4.4","csp_7_7","X"
42613,"TA1-1",FALSE,"Male","49193",51,"DIPL3","typem4.2","csp_6_2","B"
42615,"TA2-4",FALSE,"Female","49194",65,"DIPL3","typem4.4","csp_8_6","B"
42616,"TA2-1",FALSE,"Male","49194",63,"DIPL1.4","typem4.4","csp_7_7","X"
42618,"TA1-1",FALSE,"Male","49194",46,"DIPL2","typem4.2","csp_6_3","B"
42619,"TA1-1",FALSE,"Male","49194",61,"DIPL1.3","typem4.2","csp_6_2","X"
42620,"TA2-1",FALSE,"Female","49194",78,"DIPL1.3","typem4.4","csp_7_7","X"
42622,"TA1-2",FALSE,"Male","49194",48,"DIPL3","typem4.4","csp_6_5","X"
42624,"TA1-1",FALSE,"Male","49200",46,"DIPL1.5","typem4.1","csp_2_1","X"
42626,"TA1-1",FALSE,"Female","49200",48,"DIPL1.6","typem3.2","csp_6_7","B"
42628,"TA1-1",FALSE,"Female","49200",45,"DIPL1.4","typem4.1","csp_2_1","B"
42629,"TA1-1",FALSE,"Female","49200",61,"DIPL1.3","typem4.3","csp_3_4","B"
42630,"TA2-1",FALSE,"Female","49200",96,"DIPL1.8","typem1.2","csp_7_5","X"
42631,"TA1-2",FALSE,"Male","49200",46,"DIPL3","typem4.4","csp_6_9","X"
42632,"TA2-1",FALSE,"Male","49200",75,"DIPL2","typem4.4","csp_7_7","X"
42634,"TA2-1",FALSE,"Female","49200",76,"DIPL2","typem1.2","csp_7_7","X"
42636,"TA1-1",FALSE,"Female","49200",25,"DIPL1.4","typem4.3","csp_5_2","X"
42643,"TA1-1",FALSE,"Male","49214",49,"DIPL1.8","typem4.1","csp_4_8","X"
42645,"TA1-1",FALSE,"Male","49214",46,"DIPL1.3","typem4.1","csp_4_6","X"
42647,"TA1-1",FALSE,"Female","49214",44,"DIPL1.4","typem4.1","csp_4_6","X"
42650,"TA1-1",FALSE,"Female","49214",41,"DIPL1.8","typem3.2","csp_3_7","X"
42651,"TA2-2",TRUE,"Male","49214",21,"DIPL1.6","typem1.1","csp_8_4","X"
42652,"TA1-1",FALSE,"Female","49214",36,"DIPL1.5","typem4.3","csp_5_5","B"
42654,"TA2-1",FALSE,"Female","49214",77,"DIPL1.4","typem4.4","csp_7_5","X"
42657,"TA1-2",FALSE,"Female","49214",24,"DIPL3","typem4.2","csp_6_9","X"
42658,"TA1-1",FALSE,"Male","49215",28,"DIPL1.3","typem3.2","csp_6_2","B"
42659,"TA2-2",TRUE,"Female","49215",15,"DIPL3","typem3.2","csp_8_5","B"
42661,"TA2-1",FALSE,"Male","49218",82,"DIPL1.3","typem4.4","csp_7_1","B"
42662,"TA1-1",FALSE,"Female","49218",39,"DIPL1.7","typem4.1","csp_4_2","B"
42663,"TA1-1",FALSE,"Female","49218",57,"DIPL1.5","typem4.1","csp_4_3","B"
42664,"TA2-1",FALSE,"Male","49218",77,"DIPL1.3","typem1.1","csp_7_8","B"
42665,"TA1-1",FALSE,"Male","49218",38,"DIPL3","typem4.1","csp_6_3","X"
42666,"TA2-2",TRUE,"Male","49218",16,"DIPL3","typem4.1","csp_8_5","B"
42668,"TA2-1",FALSE,"Female","49218",69,"DIPL1.1","typem4.4","csp_7_1","B"
42669,"TA1-1",FALSE,"Male","49218",25,"DIPL1.8","typem1.1","csp_4_7","B"
42671,"TA2-1",FALSE,"Male","49218",66,"DIPL1.3","typem4.4","csp_7_8","X"
42673,"TA1-1",TRUE,"Female","49218",26,"DIPL1.5","typem1.2","csp_5_4","B"
42675,"TA2-1",FALSE,"Male","49218",66,"DIPL1.1","typem4.4","csp_7_8","B"
42679,"TA2-1",FALSE,"Male","49220",74,"DIPL1","typem4.4","csp_7_8","X"
42688,"TA1-1",FALSE,"Female","49223",29,"DIPL1.7","typem1.2","csp_5_2","X"
42689,"TA1-1",FALSE,"Female","49223",42,"DIPL1.7","typem4.1","csp_4_6","X"
42690,"TA2-2",TRUE,"Male","49223",20,"DIPL1.2","typem3.2","csp_8_4","X"
42691,"TA2-1",FALSE,"Female","49224",63,"DIPL1.3","typem4.4","csp_7_7","B"
42692,"TA1-1",FALSE,"Female","49224",54,"DIPL1.8","typem4.1","csp_4_2","B"
42697,"TA1-1",FALSE,"Male","49228",47,"DIPL1.3","typem4.4","csp_4_7","B"
42698,"TA1-1",FALSE,"Female","49228",48,"DIPL1.6","typem4.1","csp_4_3","B"
42700,"TA2-2",TRUE,"Male","49228",19,"DIPL3","typem2.0","csp_8_4","X"
42701,"TA1-1",FALSE,"Female","49228",45,"DIPL1.5","typem4.1","csp_5_2","B"
42704,"TA1-1",FALSE,"Male","49231",41,"DIPL1.6","typem4.1","csp_3_7","X"
42706,"TA2-1",FALSE,"Male","49231",73,"DIPL2","typem1.1","csp_7_2","B"
42708,"TA1-1",FALSE,"Female","49236",38,"DIPL1.7","typem4.1","csp_3_7","B"
42711,"TA1-1",FALSE,"Male","49240",47,"DIPL1.6","typem4.1","csp_5_3","X"
42718,"TA1-1",FALSE,"Male","49244",49,"DIPL1.5","typem4.1","csp_4_8","B"
42719,"TA2-1",FALSE,"Male","49244",75,"DIPL2","typem4.3","csp_7_1","X"
42721,"TA2-1",FALSE,"Male","49244",64,"DIPL1.5","typem4.4","csp_7_5","X"
42722,"TA1-1",FALSE,"Male","49244",45,"DIPL1.3","typem4.1","csp_6_7","X"
42723,"TA2-4",FALSE,"Female","49244",47,"DIPL1.3","typem4.2","csp_8_5","B"
42724,"TA2-1",FALSE,"Male","49244",65,"DIPL1.3","typem4.4","csp_7_7","X"
42725,"TA1-1",FALSE,"Female","49244",55,"DIPL1.3","typem4.1","csp_5_6","B"
42726,"TA1-1",FALSE,"Female","49244",27,"DIPL1.6","typem4.1","csp_2_1","B"
42730,"TA2-1",FALSE,"Male","49244",64,"DIPL1.8","typem3.1","csp_7_4","B"
42731,"TA2-2",TRUE,"Female","49244",18,"DIPL3","typem4.1","csp_8_4","B"
42732,"TA2-1",FALSE,"Male","49244",67,"DIPL1.3","typem4.3","csp_7_8","X"
42733,"TA2-1",FALSE,"Male","49244",72,"DIPL1.8","typem4.4","csp_7_4","X"
42734,"TA1-1",FALSE,"Male","49244",42,"DIPL1.7","typem4.2","csp_2_1","B"
42736,"TA2-1",FALSE,"Female","49244",88,"DIPL2","typem1.2","csp_7_1","B"
42737,"TA1-1",FALSE,"Female","49246",50,"DIPL1.8","typem4.1","csp_4_2","B"
42741,"TA1-1",FALSE,"Male","49246",44,"DIPL1.3","typem4.1","csp_6_4","B"
42742,"TA1-1",FALSE,"Male","49246",38,"DIPL1.6","typem1.1","csp_4_7","B"
42744,"TA2-1",FALSE,"Male","49246",65,"DIPL1.5","typem1.1","csp_7_8","B"
42747,"TA1-1",FALSE,"Male","49246",33,"DIPL1.3","typem4.1","csp_4_8","B"
42748,"TA2-1",FALSE,"Female","49246",67,"DIPL1.5","typem4.4","csp_7_4","B"
42749,"TA2-2",TRUE,"Female","49246",23,"DIPL1.4","typem4.1","csp_8_4","B"
42751,"TA1-1",FALSE,"Male","49246",32,"DIPL1.3","typem4.1","csp_2_1","B"
42752,"TA2-1",FALSE,"Female","49246",72,"DIPL1.1","typem1.2","csp_7_7","X"
42753,"TA2-4",FALSE,"Female","49246",67,"DIPL1.1","typem4.4","csp_8_6","B"
42754,"TA1-1",FALSE,"Female","49246",41,"DIPL1.5","typem4.1","csp_6_2","X"
42756,"TA2-1",FALSE,"Male","49246",67,"DIPL1.4","typem4.4","csp_7_4","X"
42757,"TA1-1",FALSE,"Female","49246",61,"DIPL3","typem4.1","csp_6_7","X"
42761,"TA1-1",FALSE,"Male","49246",51,"DIPL2","typem3.2","csp_5_2","X"
42763,"TA2-5",FALSE,"Female","49246",62,"DIPL1","typem4.1","csp_8_6","B"
42765,"TA1-1",FALSE,"Female","49246",48,"DIPL1.8","typem1.2","csp_3_5","B"
42766,"TA1-1",FALSE,"Male","49246",55,"DIPL1.1","typem4.2","csp_4_6","X"
42767,"TA2-1",FALSE,"Female","49247",91,"DIPL1.1","typem1.2","csp_7_2","B"
42768,"TA2-1",FALSE,"Female","49247",76,"DIPL1.6","typem1.2","csp_7_5","B"
42769,"TA1-1",TRUE,"Male","49247",22,"DIPL1.6","typem2.0","csp_3_7","X"
42770,"TA2-1",FALSE,"Female","49247",90,"DIPL1.1","typem1.2","csp_7_7","B"
42774,"TA2-2",TRUE,"Female","49248",19,"DIPL1.3","typem4.2","csp_8_4","B"
42776,"TA2-1",FALSE,"Female","49248",77,"DIPL1.3","typem4.4","csp_7_7","B"
42778,"TA2-1",FALSE,"Female","49248",93,"DIPL1","typem1.2","csp_7_8","B"
42779,"TA2-1",FALSE,"Female","49248",69,"DIPL1.3","typem4.4","csp_7_7","B"
42781,"TA2-1",FALSE,"Female","49248",98,"DIPL2","typem1.2","csp_7_7","X"
42782,"TA1-1",FALSE,"Female","49253",48,"DIPL1.6","typem4.1","csp_4_3","B"
42783,"TA1-1",FALSE,"Male","49259",60,"DIPL1.3","typem4.2","csp_6_3","X"
42784,"TA1-2",FALSE,"Female","49259",45,"DIPL1.1","typem3.2","csp_6_9","B"
42788,"TA2-2",TRUE,"Female","49261",15,"DIPL3","typem4.1","csp_8_5","B"
42789,"TA1-1",FALSE,"Male","49261",56,"DIPL1.3","typem4.1","csp_6_4","X"
42790,"TA2-2",TRUE,"Male","49261",19,"DIPL1.1","typem4.1","csp_8_4","B"
42791,"TA1-1",FALSE,"Female","49261",49,"DIPL1.8","typem4.1","csp_2_2","B"
42792,"TA1-1",FALSE,"Female","49261",59,"DIPL1.3","typem4.1","csp_6_7","X"
42793,"TA2-1",FALSE,"Male","49261",62,"DIPL1.1","typem4.3","csp_7_8","B"
42794,"TA1-1",FALSE,"Female","49261",26,"DIPL3","typem4.1","csp_6_3","X"
42796,"TA2-1",FALSE,"Female","49261",76,"DIPL2","typem4.4","csp_7_8","X"
42797,"TA2-1",FALSE,"Male","49261",85,"DIPL1.3","typem1.1","csp_7_7","X"
42800,"TA1-1",FALSE,"Female","49261",30,"DIPL1.5","typem4.1","csp_6_9","B"
42801,"TA2-1",FALSE,"Male","49261",68,"DIPL1.5","typem4.4","csp_7_5","X"
42803,"TA1-1",FALSE,"Male","49266",58,"DIPL1.4","typem4.1","csp_4_5","X"
42805,"TA2-2",TRUE,"Male","49267",19,"DIPL3","typem4.1","csp_8_4","B"
42808,"TA2-5",FALSE,"Female","49267",73,"DIPL1.4","typem1.2","csp_8_6","B"
42809,"TA2-1",FALSE,"Male","49267",84,"DIPL1.3","typem1.1","csp_7_8","B"
42810,"TA1-1",FALSE,"Female","49267",45,"DIPL1.8","typem4.1","csp_3_7","X"
42811,"TA1-1",FALSE,"Male","49267",51,"DIPL1.3","typem4.1","csp_6_8","X"
42812,"TA1-1",FALSE,"Female","49267",45,"DIPL1.6","typem4.1","csp_4_6","X"
42814,"TA2-1",FALSE,"Male","49267",54,"DIPL1.3","typem3.1","csp_7_8","X"
42819,"TA1-1",FALSE,"Female","49267",32,"DIPL1.7","typem4.1","csp_5_4","B"
42821,"TA1-1",FALSE,"Female","49267",43,"DIPL1.7","typem4.1","csp_3_4","B"
42822,"TA1-2",FALSE,"Male","49267",31,"DIPL1.3","typem4.3","csp_6_3","X"
42824,"TA2-1",FALSE,"Male","49267",75,"DIPL2","typem1.1","csp_7_8","X"
42825,"TA2-1",FALSE,"Male","49267",79,"DIPL1.3","typem4.4","csp_7_7","X"
42826,"TA1-1",FALSE,"Male","49267",47,"DIPL1.5","typem4.1","csp_4_6","X"
42829,"TA1-2",FALSE,"Male","49269",23,"DIPL1.7","typem3.1","csp_6_7","B"
42831,"TA2-2",TRUE,"Female","49269",16,"DIPL1.2","typem3.2","csp_8_4","B"
42832,"TA2-1",FALSE,"Female","49269",86,"DIPL1.1","typem1.2","csp_7_5","B"
42833,"TA2-2",TRUE,"Female","49269",15,"DIPL3","typem3.2","csp_8_4","B"
42834,"TA2-1",FALSE,"Female","49271",77,"DIPL2","typem4.4","csp_7_8","X"
42835,"TA1-1",FALSE,"Male","49271",38,"DIPL1.6","typem4.1","csp_4_3","B"
42837,"TA2-2",TRUE,"Female","49271",28,"DIPL1.8","typem1.2","csp_8_4","B"
42838,"TA2-1",FALSE,"Female","49271",77,"DIPL1.3","typem1.2","csp_7_7","X"
42841,"TA1-1",FALSE,"Male","49278",52,"DIPL3","typem4.1","csp_5_4","B"
42842,"TA2-4",FALSE,"Female","49278",47,"DIPL1.3","typem4.2","csp_8_5","B"
42844,"TA1-1",FALSE,"Male","49283",61,"DIPL1.3","typem4.1","csp_2_1","B"
42845,"TA1-1",FALSE,"Male","49283",57,"DIPL1.7","typem4.2","csp_5_4","X"
42846,"TA1-2",FALSE,"Male","49283",27,"DIPL1.3","typem4.1","csp_4_2","X"
42850,"TA2-1",FALSE,"Female","49284",70,"DIPL3","typem4.4","csp_7_8","B"
42852,"TA2-1",FALSE,"Male","49292",67,"DIPL1.6","typem4.4","csp_7_5","B"
42858,"TA2-4",FALSE,"Female","49298",91,"DIPL1","typem4.4","csp_8_6","B"
42859,"TA1-1",FALSE,"Female","49298",32,"DIPL1.4","typem4.1","csp_5_2","B"
42860,"TA1-1",FALSE,"Male","49298",54,"DIPL1.3","typem4.1","csp_1_1","X"
42861,"TA1-1",FALSE,"Female","49298",60,"DIPL1.7","typem4.1","csp_4_3","B"
42865,"TA1-1",FALSE,"Male","49299",40,"DIPL1.7","typem4.1","csp_3_4","X"
42868,"TA2-2",TRUE,"Female","49301",25,"DIPL1.4","typem3.1","csp_8_4","B"
42874,"TA2-2",TRUE,"Male","49301",22,"DIPL1.6","typem2.0","csp_8_4","B"
42877,"TA1-1",TRUE,"Female","49301",29,"DIPL1.5","typem4.1","csp_4_5","B"
42878,"TA2-2",TRUE,"Female","49301",18,"DIPL1.2","typem3.2","csp_8_4","B"
42879,"TA1-1",FALSE,"Male","49301",33,"DIPL1.4","typem3.2","csp_6_7","B"
42883,"TA1-1",FALSE,"Male","49301",28,"DIPL1.3","typem4.1","csp_6_8","B"
42884,"TA1-1",FALSE,"Female","49301",29,"DIPL1.8","typem4.3","csp_4_6","B"
42885,"TA1-1",FALSE,"Female","49301",47,"DIPL2","typem4.1","csp_5_6","B"
42886,"TA1-2",FALSE,"Female","49301",57,"DIPL1.2","typem4.2","csp_6_9","B"
42888,"TA1-1",FALSE,"Male","49301",52,"DIPL1.3","typem4.1","csp_6_2","X"
42889,"TA1-2",FALSE,"Male","49301",57,"DIPL1.6","typem4.3","csp_4_6","X"
42891,"TA2-1",FALSE,"Female","49301",69,"DIPL1.1","typem4.4","csp_7_8","X"
42892,"TA1-1",FALSE,"Male","49301",32,"DIPL1.3","typem4.1","csp_6_7","B"
42894,"TA2-1",FALSE,"Male","49301",73,"DIPL1.7","typem4.4","csp_7_4","X"
42895,"TA1-1",FALSE,"Male","49301",49,"DIPL1.5","typem1.1","csp_1_1","X"
42898,"TA1-1",FALSE,"Female","49301",59,"DIPL1.2","typem4.1","csp_6_2","B"
42902,"TA2-1",FALSE,"Female","49301",91,"DIPL1.1","typem1.2","csp_7_8","B"
42903,"TA1-1",FALSE,"Female","49301",30,"DIPL1.4","typem3.2","csp_4_3","B"
42906,"TA1-1",FALSE,"Male","49301",56,"DIPL1.3","typem2.0","csp_6_2","B"
42907,"TA1-1",FALSE,"Male","49301",47,"DIPL1.4","typem4.1","csp_6_5","X"
42909,"TA1-1",FALSE,"Male","49306",48,"DIPL3","typem1.1","csp_6_9","X"
42910,"TA2-1",FALSE,"Male","49306",71,"DIPL1.6","typem4.4","csp_7_5","X"
42911,"TA2-1",FALSE,"Male","49307",64,"DIPL1.3","typem4.3","csp_7_1","B"
42912,"TA2-2",TRUE,"Male","49307",17,"DIPL1.2","typem4.3","csp_8_4","X"
42914,"TA2-2",TRUE,"Female","49307",22,"DIPL1.4","typem2.0","csp_8_4","B"
42915,"TA1-1",FALSE,"Male","49307",51,"DIPL1.3","typem4.1","csp_6_4","X"
42919,"TA1-2",FALSE,"Female","49307",22,"DIPL1.4","typem4.1","csp_5_5","B"
42922,"TA2-2",TRUE,"Male","49307",18,"DIPL3","typem4.1","csp_8_5","X"
42924,"TA2-1",FALSE,"Male","49307",64,"DIPL1.3","typem4.4","csp_7_8","X"
42926,"TA2-1",FALSE,"Female","49307",74,"DIPL1.6","typem1.2","csp_7_5","X"
42927,"TA2-2",TRUE,"Female","49307",21,"DIPL1.4","typem1.2","csp_8_4","B"
42930,"TA1-1",FALSE,"Male","49307",28,"DIPL1.5","typem1.1","csp_4_8","X"
42931,"TA1-1",TRUE,"Male","49308",21,"DIPL1.3","typem4.1","csp_6_8","X"
42934,"TA2-2",TRUE,"Male","49311",18,"DIPL1.2","typem4.1","csp_8_4","X"
42938,"TA1-1",FALSE,"Female","49323",44,"DIPL1.3","typem4.1","csp_5_5","B"
42941,"TA2-2",TRUE,"Female","49323",15,"DIPL1.3","typem4.1","csp_8_4","B"
42942,"TA1-1",FALSE,"Male","49323",60,"DIPL1.8","typem4.1","csp_3_1","X"
42947,"TA1-2",TRUE,"Female","49323",20,"DIPL1.7","typem4.2","csp_8_1","X"
42949,"TA2-5",FALSE,"Male","49323",56,"DIPL1.3","typem1.1","csp_8_5","X"
42950,"TA2-1",FALSE,"Female","49323",80,"DIPL3","typem4.4","csp_7_2","B"
42952,"TA2-2",TRUE,"Female","49323",21,"DIPL1.7","typem4.2","csp_8_4","B"
42954,"TA2-2",TRUE,"Male","49328",15,"DIPL3","typem4.1","csp_8_5","X"
42955,"TA1-1",FALSE,"Male","49328",27,"DIPL1.3","typem4.1","csp_4_6","X"
42958,"TA1-2",FALSE,"Male","49328",25,"DIPL1.3","typem4.3","csp_6_3","X"
42959,"TA1-1",FALSE,"Female","49328",36,"DIPL1.4","typem4.1","csp_5_4","X"
42961,"TA1-1",FALSE,"Female","49328",35,"DIPL1.7","typem4.1","csp_4_3","B"
42962,"TA1-1",FALSE,"Male","49328",51,"DIPL1.3","typem1.1","csp_6_7","B"
42963,"TA1-1",FALSE,"Male","49328",45,"DIPL1.3","typem3.1","csp_6_2","B"
42968,"TA1-1",FALSE,"Male","49328",45,"DIPL2","typem4.2","csp_6_7","X"
42972,"TA2-5",FALSE,"Male","49328",56,"DIPL3","typem4.4","csp_8_5","X"
42973,"TA2-1",FALSE,"Female","49328",84,"DIPL1.4","typem4.4","csp_7_5","X"
42977,"TA2-1",FALSE,"Male","49328",63,"DIPL1.2","typem1.1","csp_7_7","X"
42978,"TA1-1",FALSE,"Male","49328",57,"DIPL1.3","typem1.1","csp_2_2","X"
42979,"TA1-1",FALSE,"Male","49328",65,"DIPL1.3","typem4.1","csp_6_3","X"
42981,"TA2-5",FALSE,"Female","49328",63,"DIPL1.3","typem1.2","csp_8_5","B"
42985,"TA2-1",FALSE,"Female","49328",72,"DIPL1.4","typem1.2","csp_7_5","B"
42987,"TA1-1",FALSE,"Female","49328",63,"DIPL1.2","typem4.1","csp_4_5","X"
42991,"TA1-1",FALSE,"Male","49328",67,"DIPL3","typem1.1","csp_6_9","X"
42992,"TA2-1",FALSE,"Female","49328",81,"DIPL1.1","typem1.2","csp_7_5","B"
42995,"TA2-1",FALSE,"Female","49328",64,"DIPL1.8","typem4.2","csp_7_5","B"
42996,"TA2-1",FALSE,"Male","49328",67,"DIPL1.7","typem4.3","csp_7_4","X"
43002,"TA2-1",FALSE,"Female","49329",63,"DIPL1.6","typem4.1","csp_7_5","X"
43005,"TA1-1",FALSE,"Female","49329",62,"DIPL1.6","typem1.2","csp_4_2","B"
43007,"TA2-2",TRUE,"Male","49330",18,"DIPL3","typem4.2","csp_8_4","X"
43008,"TA2-1",FALSE,"Male","49331",67,"DIPL1.3","typem4.4","csp_7_8","X"
43009,"TA2-2",TRUE,"Male","49331",17,"DIPL3","typem4.1","csp_8_5","B"
43012,"TA2-1",FALSE,"Male","49331",72,"DIPL1.6","typem1.1","csp_7_5","X"
43014,"TA1-1",FALSE,"Female","49331",27,"DIPL1.8","typem1.2","csp_3_4","B"
43017,"TA2-1",FALSE,"Female","49331",72,"DIPL1.7","typem4.4","csp_7_7","B"
43020,"TA2-2",TRUE,"Female","49331",24,"DIPL1.7","typem4.4","csp_8_4","B"
43021,"TA1-1",FALSE,"Female","49331",47,"DIPL1.3","typem4.3","csp_5_2","X"
43022,"TA2-1",FALSE,"Female","49331",74,"DIPL1","typem4.4","csp_7_4","X"
43024,"TA2-5",FALSE,"Female","49331",87,"DIPL1.2","typem1.2","csp_8_6","X"
43025,"TA2-1",FALSE,"Female","49331",83,"DIPL1.1","typem4.4","csp_7_7","X"
43026,"TA1-1",FALSE,"Female","49331",33,"DIPL1.7","typem4.1","csp_4_3","B"
43027,"TA1-1",FALSE,"Male","49331",38,"DIPL1.6","typem4.1","csp_4_7","X"
43028,"TA1-2",FALSE,"Male","49331",27,"DIPL1.3","typem1.1","csp_5_5","X"
43029,"TA1-1",TRUE,"Male","49331",16,"DIPL1.2","typem4.1","csp_6_8","X"
43031,"TA2-1",FALSE,"Male","49331",83,"DIPL1.5","typem4.2","csp_7_5","X"
43033,"TA1-1",FALSE,"Male","49331",23,"DIPL1.6","typem4.1","csp_4_6","B"
43034,"TA1-1",FALSE,"Male","49331",59,"DIPL1.6","typem4.1","csp_1_1","B"
43036,"TA2-1",FALSE,"Male","49331",72,"DIPL1.1","typem4.4","csp_7_7","X"
43037,"TA1-1",FALSE,"Male","49331",20,"DIPL1.3","typem3.1","csp_6_9","X"
43038,"TA1-1",FALSE,"Female","49331",51,"DIPL1.3","typem4.1","csp_6_7","B"
43039,"TA2-1",FALSE,"Female","49331",81,"DIPL1.3","typem2.0","csp_7_8","X"
