uid,ANNUITY
39364,25627
39368,8881
39373,35787
39377,18232
39385,28085
39387,16709
39389,11031
39408,10861
39411,10861
39413,10829
39414,11883
39425,19523
39427,19031
39449,18267
39455,30994
39457,13391
39465,28148
39483,11292
39484,14356
39485,9249
39486,10861
39488,15896
39491,19113
39499,11312
39507,16845
39508,16415
39510,16652
39531,40867
39533,16904
39538,11639
39547,14083
39558,22266
39566,19105
39602,24982
39609,17916
39616,12124
39626,11632
39643,14535
39644,14552
39657,12127
39661,16531
39669,10861
39682,20499
39699,12265
39708,15142
39711,21658
39716,13008
39718,110298
39728,17619
39732,13225
39766,13222
39779,15027
39780,17112
39793,24541
39795,10861
39810,14036
39817,16030
39837,29031
39845,18872
39847,23130
39856,8881
39860,15174
39889,11986
39916,36779
39918,19446
39930,30329
39933,23946
39948,20187
39978,12202
39982,10324
39989,20127
40015,11900
40016,17911
40017,13859
40021,14620
40024,24586
40033,18746
40038,21949
40045,18469
40046,26620
40050,30036
40052,23520
40060,13668
40063,10765
40067,12711
40088,15688
40089,14367
40097,14270
40103,14641
40104,8881
40105,11871
40106,13463
40135,28749
40162,11562
40174,20160
40176,24013
40186,13944
40189,11406
40222,23018
40231,13834
40245,26208
40247,24404
40248,20732
40252,11826
40259,20464
40260,29875
40261,14720
40277,17202
40297,31517
40306,15360
40311,20799
40315,20207
40316,15606
40320,32457
40321,16717
40324,15001
40336,20830
40337,23967
40344,31155
40354,13561
40371,25641
40374,17912
40380,11883
40391,16884
40398,14942
40402,30332
40412,27226
40418,17728
40425,10915
40426,10861
40429,16146
40437,18958
40443,14040
40462,16465
40477,11593
40485,24884
40487,30020
40490,18593
40502,19896
40510,12512
40512,14236
40523,10861
40529,18857
40537,14241
40540,13158
40542,15578
40551,18478
40556,14609
40564,17319
40565,24428
40574,13021
40576,10363
40583,20713
40596,10635
40598,19894
40601,25678
40602,20202
40614,11059
40622,21496
40623,13171
40629,17020
40637,13389
40638,13105
40649,32046
40659,20198
40662,15022
40665,14183
40678,24318
40680,29330
40687,11253
40699,19910
40706,18082
40711,10861
40720,23264
40723,12173
40727,17418
40754,13969
40769,18531
40776,18817
40779,11325
40790,13697
40810,14434
40830,20220
40844,12058
40847,24203
40855,16824
40866,19233
40869,21052
40878,13089
40896,19104
40897,25429
40908,13312
40914,14256
40919,21320
40936,15463
40941,10766
40945,17776
40951,14708
40952,19647
40960,25754
40970,15173
40981,9931
41000,28808
41005,14484
41011,11212
41016,23915
41034,12147
41042,12911
41044,10865
41045,11239
41053,9268
41065,14685
41073,31532
41080,11778
41087,25775
41088,19172
41109,13762
41123,35404
41126,18596
41128,12006
41155,13117
41159,25839
41160,18545
41171,19289
41172,18812
41208,16671
41213,35203
41218,24294
41226,18646
41232,17987
41235,14799
41236,29337
41238,8881
41242,11012
41255,20160
41260,15974
41266,9865
41269,15072
41276,18941
41280,30081
41285,20233
41288,9947
41297,11498
41306,25759
41309,10970
41328,19167
41336,25597
41345,13566
41355,24860
41366,8881
41371,12587
41383,29585
41384,15277
41398,10115
41408,12215
41411,10724
41417,9994
41425,12430
41430,24555
41433,15051
41446,19304
41453,19596
41458,14742
41471,10861
41477,20581
41485,10861
41489,22681
41490,17096
41498,26771
41516,28680
41521,25160
41522,11651
41538,19612
41546,15068
41554,11623
41556,9493
41557,16397
41562,23897
41573,18943
41574,27195
41584,25508
41601,24283
41603,16755
41608,24750
41611,11383
41624,19845
41646,25878
41651,14373
41658,18920
41670,32384
41671,40821
41683,17011
41694,11703
41703,12212
41705,18613
41706,12293
41711,19139
41722,26146
41723,26152
41726,10541
41729,8881
41730,10997
41732,12163
41739,31453
41740,13924
41741,13214
41743,12235
41745,17530
41752,25979
41774,16487
41785,20946
41796,15348
41809,31894
41813,18666
41817,18876
41818,12766
41819,47843
41821,17267
41825,14170
41831,10948
41832,13501
41835,16852
41845,10652
41850,15498
41858,23090
41867,18718
41872,23134
41898,11883
41910,13664
41920,17973
41924,10861
41933,20697
41938,26120
41942,10861
41953,14487
41954,14632
41956,8881
41967,12122
41980,14732
42004,19896
42008,21360
42016,12583
42020,13904
42029,11627
42031,10861
42033,28308
42037,18999
42046,24362
42053,13708
42063,17871
42065,11335
42073,25690
42076,17132
42080,18500
42085,10138
42108,15053
42112,25964
42120,15886
42121,15156
42122,17415
42131,20373
42133,24070
42167,10861
42183,14660
42187,26668
42192,12626
42198,17178
42204,15767
42216,20951
42223,26530
42228,14807
42253,15188
42258,84505
42264,18330
42270,19604
42302,16614
42308,17271
42322,17229
42326,13935
42331,13781
42348,15910
42353,10861
42372,13387
42379,14403
42381,26319
42382,28425
42404,13306
42416,12697
42419,10861
42427,28809
42428,29779
42433,8881
42434,16021
42435,12917
42453,23515
42461,10861
42463,25638
42485,10160
42496,9736
42517,11887
42518,12802
42527,10861
42529,13262
42547,26047
42550,25676
42551,18596
42568,12240
42583,12942
42610,9729
42616,9497
42620,11508
42630,15336
42632,13981
42634,19500
42654,14417
42664,23816
42671,16860
42675,15590
42679,23851
42691,11297
42721,19857
42724,19724
42730,32387
42732,11678
42733,32131
42744,17064
42748,33916
42752,10861
42756,26018
42768,16446
42770,12697
42776,20198
42778,10861
42779,16732
42781,13645
42793,11977
42796,11638
42797,11883
42801,26139
42809,26132
42814,14170
42824,20813
42825,15411
42832,16642
42834,9032
42838,13219
42850,17346
42891,11592
42894,31969
42902,11074
42910,25916
42924,18817
42926,18447
42973,16361
42977,12409
42985,22357
42992,17761
42996,31256
43002,20248
43008,8881
43012,29959
43017,13712
43022,24365
43025,12388
43031,15894
43036,10042
43039,15395
43048,24375
43055,25011
43060,13312
43069,24819
43095,19851
43099,24592
43100,13345
43110,8881
43119,10861
43121,14468
43122,32847
43124,18599
43128,25741
43158,17957
43167,17246
43186,17293
43187,18526
43198,17475
43201,14072
43205,13392
43214,16120
43227,20229
43247,12288
43260,11883
43274,15717
43293,16872
43312,10861
43316,16363
43318,11319
43330,17010
43333,16207
43338,14228
43341,27933
43342,20517
43356,12789
43380,17678
43382,15845
43400,30531
43404,8881
43411,19020
43421,14554
43434,12902
43438,19942
43454,11747
43462,26698
43465,31930
43484,14811
43497,20150
43498,10130
43502,11782
43503,23797
43507,22256
43528,19079
43534,9732
43556,15894
43568,15684
43586,18417
43597,9763
43602,16858
43617,48470
43624,17085
43626,16394
43629,14560
43635,25800
43645,11253
43649,26155
43654,12185
43657,21309
43670,17577
43674,30625
43688,20252
43694,14758
43709,20917
43711,25430
43719,16406
43723,8998
43726,17997
43740,25215
43755,12031
43761,19229
43774,19166
43779,12513
43785,13331
43802,10861
43810,14858
43811,14985
43819,11305
43822,12993
43826,13395
43839,20581
43840,24234
43841,9938
43848,11408
43853,20225
43866,19167
43872,27962
43876,12900
43878,19925
43910,17407
43921,12258
43922,8881
43935,13127
43938,25784
43943,16805
43947,20341
43960,11883
43961,19142
43969,17595
43983,26145
43986,18917
43993,11610
43994,22948
44010,19731
44013,12528
44015,10861
44027,14382
44028,10475
44034,13866
44044,34108
44055,12356
44063,12343
44066,17108
44072,26152
44078,47441
44081,12832
44100,14252
44106,25589
44107,9851
44116,27188
44125,14779
44141,10915
44148,11641
44150,20030
44152,15919
44160,15449
44166,12116
44180,30230
44181,10861
44199,13528
44212,40687
44213,11757
44220,15159
44240,11998
44241,13318
44248,16915
44250,25212
44253,21547
44256,12851
44271,14173
44282,23870
44296,13951
44300,12037
44325,13175
44327,13408
44342,28552
44343,14368
44361,10634
44365,17457
44366,12774
44374,18131
44380,10861
44381,11465
44393,31763
44403,14044
44408,13128
44409,10861
44417,17233
44445,15781
44449,21363
44458,23751
44462,21580
44463,25760
44472,10070
44474,13618
44481,22001
44496,16138
44499,19251
44504,30643
44515,12751
44523,11437
44525,13740
44544,20061
44549,16761
44550,16212
44552,18551
44564,30707
44570,15823
44573,15870
44577,23728
44586,19044
44588,18865
44589,18687
44595,13277
44596,10488
44640,16269
44648,23744
44651,19959
44665,37749
44666,15417
44670,17668
44671,10861
44673,11819
44675,29962
44679,24117
44681,16410
44683,19688
44689,22938
44703,19538
44721,15831
44739,18697
44741,15130
44750,15655
44753,26040
44754,17542
44756,13260
44757,13661
44789,11883
44806,25929
44808,39267
44811,24358
44814,25888
44837,20015
44840,11300
44860,16951
44867,19452
44868,14176
44869,13702
44875,11883
44899,21321
44903,13424
44913,26014
44916,8881
44931,16003
44936,8881
44955,11883
44960,14025
44961,12960
44970,22890
44973,25559
44978,23475
44984,16067
44995,16421
45007,24557
45042,12120
45048,15113
45064,17738
45076,18446
45078,21788
45085,10861
45089,15184
45101,13275
45103,16059
45105,13406
45111,15232
45119,18951
45120,12340
45124,13417
45125,21378
45126,11687
45145,23021
45158,20949
45159,13973
45162,11100
45165,15221
45170,13397
45183,12740
45197,11130
45211,14241
45219,12845
45225,17820
45230,8881
45234,13492
45235,15966
45258,19718
45271,18428
45279,31153
45299,12988
45301,10836
45305,16348
45311,25012
45312,11119
45324,16149
45330,29743
45331,16790
45335,23612
45336,19866
45341,20754
45359,27375
45366,12991
45375,15019
45381,19290
45383,14764
45394,11193
45397,11766
45398,27293
45401,11689
45402,19937
45406,11587
45408,24257
45411,19937
45414,21299
45426,10883
45451,19268
45452,23468
45469,19597
45481,9695
45485,15047
45492,22302
45493,21817
45496,20176
45503,31366
45506,17474
45513,13022
45514,12722
45520,16319
45521,23371
45523,13431
45525,10861
45530,12082
45540,22515
45542,30460
45546,12632
45565,8881
45572,20334
45575,11384
45581,19740
45596,37136
45607,9609
45613,18664
45615,11883
45618,12258
45619,12112
45635,10861
45636,13636
45662,12145
45664,19544
45676,24319
45682,17934
45687,10861
45700,23457
45760,17902
45767,16670
45768,33564
45773,16652
45807,16504
45809,19331
45823,11739
45834,10458
45839,15771
45884,13888
45892,23957
45907,12835
45913,15054
45920,10861
45928,18775
45954,17364
45955,19486
45970,31431
45973,16085
45975,28780
45977,20000
45980,14388
45995,23466
46003,24008
46010,13973
46013,14899
46015,19632
46020,40439
46027,13804
46030,18242
46042,13462
46048,20231
46072,15089
46080,19215
46081,14098
46084,15770
46092,18553
46095,10193
46111,15583
46125,25109
46127,17440
46135,33217
46160,16396
46164,31211
46171,16907
46178,19993
46182,28763
46186,9674
46189,24528
46198,10861
46216,19354
46222,30012
46241,10917
46256,23404
46266,29882
46278,14277
46287,10941
46306,18726
46337,12308
46339,10679
46341,25115
46357,15361
46361,18166
46388,21421
46402,27202
46408,25085
46417,16743
46418,29932
46429,15316
46443,14006
46446,20274
46449,14923
46452,25786
46453,18259
46457,19386
46461,21361
46470,11883
46478,22913
46480,24909
46482,11883
46493,11539
46497,14089
46506,35919
46507,12471
46522,11641
46533,15912
46536,12267
46548,57609
46554,17568
46559,15074
46561,20035
46579,13180
46584,16540
46597,12104
46598,15307
46600,12785
46607,13842
46611,19572
46630,23096
46641,64093
46644,20523
46646,23510
46649,11415
46655,22581
46683,21694
46688,9059
46701,13421
46715,19966
46736,18816
46738,18132
46739,19454
46740,18326
46751,12548
46763,11271
46767,18938
46777,13633
46788,21239
46812,26125
46834,29623
46850,18487
46877,20212
46885,19971
46940,24217
46944,18737
46949,23686
46950,12074
46961,19435
46966,26671
46968,17411
46973,11578
46981,13808
46989,26112
46995,18884
47003,22592
47012,28881
47028,15267
47029,23419
47030,18948
47033,12831
47037,15437
47039,13044
47040,29424
47049,11628
47054,18261
47061,17662
47065,13982
47070,11282
47077,13821
47083,27770
47085,11883
47092,19830
47103,31890
47104,13416
47106,18333
47107,12975
47109,14507
47116,28801
47133,11289
47136,13669
47139,14270
47143,8881
47150,8881
47161,36263
47162,12383
47178,12617
47181,10861
47184,8881
47194,22754
47195,16529
47206,21627
47208,10861
47219,12775
47224,18399
47227,19193
47230,16421
47256,18879
47266,13018
47267,42488
47273,26650
47274,19059
47293,24328
47294,14129
47298,14075
47301,10896
47324,18059
47325,23726
47327,10861
47348,15723
47356,12688
47357,19845
47358,38821
47364,23682
47367,22137
47370,25525
47375,20781
47376,26107
47384,13690
47386,11429
47397,25835
47405,18050
47433,19719
47437,11883
47440,14162
47442,26525
47446,26129
47460,18378
47463,25590
47465,8954
47478,15090
47484,27829
47496,14625
47499,22517
47521,9830
47540,14369
47545,15593
47554,16639
47571,9186
47576,19490
47582,30530
47586,25880
47592,10861
47595,12421
47597,27245
47605,19932
47621,21346
47626,23883
47628,21537
47637,25817
47642,21173
47647,30680
47650,20350
47664,32290
47679,17557
47687,19698
47708,21007
47716,13296
47723,32035
47724,14038
47726,25009
47731,18257
47750,11277
47751,23478
47776,18888
47795,23985
47829,17860
47842,26084
47843,13408
47864,38472
47866,15177
47879,10861
47881,18854
47891,48193
47895,11068
47896,16651
47902,15695
47903,12650
47913,17003
47926,25438
47929,13653
47931,38803
47938,10808
47939,11247
47943,31537
47944,18608
47973,12488
47974,12313
47977,14977
47979,14983
47983,15572
47987,26429
47991,19085
47996,29976
48006,29861
48007,19218
48018,16448
48023,15649
48049,22647
48052,23178
48054,21422
48067,15221
48072,13066
48075,19380
48078,16183
48085,14506
48091,22099
48093,18466
48103,15434
48133,26072
48134,12269
48139,15928
48143,19297
48145,21289
48148,31929
48159,11320
48163,24470
48204,11959
48205,9685
48233,20506
48249,12618
48251,18667
48257,19905
48260,14210
48267,19675
48280,26590
48281,22728
48284,25909
48295,12636
48309,15714
48328,14891
48332,16548
48336,16626
48337,11763
48342,10794
48350,14674
48352,19334
48365,17348
48369,30856
48372,15054
48379,83141
48394,18789
48395,22734
48405,34171
48409,11203
48415,16703
48428,10816
48445,19745
48449,14120
48451,10216
48485,18686
48488,19762
48489,14130
48490,20128
48495,10861
48506,15404
48510,24516
48514,28483
48532,15104
48540,24387
48548,17703
48550,13054
48558,15040
48562,10792
48574,19983
48586,20095
48593,11464
48613,18185
48623,8881
48624,18375
48627,13696
48630,11235
48665,18621
48671,20265
48703,22615
48708,17103
48713,31892
48720,18471
48725,19831
48736,23536
48740,15480
48747,15534
48773,16290
48775,15629
48777,30166
48782,25359
48785,16995
48792,10900
48801,23453
48807,13782
48816,13199
48818,13033
48836,19888
48841,24602
48844,13625
48851,15645
48858,24636
48866,26835
48874,12675
48876,36763
48877,10861
48882,24507
48893,9286
48915,8881
48916,12853
48923,24407
48924,15579
48937,13550
48939,25519
48940,36300
48941,18672
48945,25089
48948,10861
48968,15027
48971,12469
49022,25751
49023,10077
49024,10861
49040,16358
49052,31729
49065,27941
49076,23632
49101,15610
49121,18917
49127,14726
49156,15150
49162,17516
49169,18022
49188,15717
49201,11164
49215,17509
49225,15846
49229,20648
49258,11867
49289,17264
49303,26037
49306,13354
49308,16054
49309,14469
49330,16113
49332,21991
49336,17094
49340,17578
49342,18000
49346,15297
49357,32246
49358,18652
49361,13862
49366,20078
49375,25389
49377,57508
49383,28399
49395,10861
49397,17857
49401,19952
49421,10436
49427,15220
49431,15959
49437,14418
49454,47353
49461,12471
49465,10861
49467,13803
49477,15497
49482,30646
49499,18318
49503,27945
49509,19393
49515,16817
49519,13842
49525,13117
49529,16395
49531,11900
49533,16180
49534,16743
49556,19364
49566,16314
49574,11484
49576,14109
49588,23915
49605,40632
49607,21551
49629,13241
49633,15190
49635,13839
49639,27255
49644,18828
49656,18811
49668,12159
49669,74808
49671,26439
49682,17179
49685,9927
49694,15893
49707,11883
49720,26936
49754,19024
49758,14256
49762,18860
49764,14113
49768,14183
49781,30616
49783,18755
49819,14577
49830,11420
49831,14783
49838,16233
49840,27246
49842,18233
49844,19653
49858,26415
49864,55191
49868,27964
49873,22625
49896,20013
49901,18319
49902,37600
49903,23882
49907,18384
49914,15373
49915,18183
49929,12422
49934,21294
49935,18528
49938,13181
49945,9053
49956,22856
49963,40109
49964,26439
49967,26924
49970,14957
49971,12074
49987,20216
49988,18678
50002,15156
50022,13261
50024,14764
50025,25236
50027,10861
50066,13657
50075,14239
50076,10861
50084,12518
50086,11980
50092,14565
50101,15983
50105,22144
50112,13415
50113,16031
50125,9068
50128,11864
50129,16989
50137,18371
50153,18872
50156,17916
50164,25628
50174,11420
50180,18510
50186,13746
50203,11649
50209,14801
50217,13261
50236,14889
50260,12217
50264,11298
50297,12242
50308,19664
50311,15027
50326,25445
50338,18769
50354,10861
50370,31811
50388,11591
50392,14470
50397,24577
50403,11022
50417,26156
50419,13320
50441,17930
50443,15787
50445,16188
50446,27390
50456,15433
50467,14763
50476,13260
50495,12767
50500,26492
50524,12771
50545,13405
50576,11921
50586,15093
50587,18446
50593,12763
50597,13533
50599,17045
50606,18456
50627,13096
50630,17950
50635,13741
50636,24157
50638,14062
50642,12882
50652,13699
50654,8881
50674,11401
50676,12574
50677,20181
50685,41365
50686,14709
50690,22552
50709,20173
50712,24314
50725,15786
50728,11943
50730,11675
50734,13715
50735,10861
50736,18133
50742,21968
50756,12426
50761,14695
50770,17925
50778,12832
50789,9127
50793,18981
50795,18315
50814,13873
50815,12596
50821,16087
50830,12423
50858,17256
50864,19412
50865,11395
50866,16898
50873,19790
50878,26126
50879,15758
50881,10009
50885,20091
50886,19780
50889,15103
50920,19799
50926,12440
50936,15838
50937,31860
50940,11692
50944,19244
50947,18292
50951,10861
50968,8881
50972,32313
51002,23012
51008,25224
51010,36564
51020,15554
51022,21822
51024,32221
51029,27477
51038,12122
51056,19648
51070,18238
51075,32122
51101,12444
51104,20861
51134,8887
51140,25506
51173,25276
51181,14349
51184,21061
51185,9010
51189,14602
51191,21753
51217,24136
51222,12676
51223,13986
51235,15563
51237,15556
51238,19510
51250,25665
51254,12062
51260,32670
51261,25589
51268,21425
51331,14276
51352,32059
51360,27997
51363,23686
51368,19259
51372,11076
51373,14097
51387,20080
51389,17374
51405,28159
51418,16931
51421,12016
51424,12487
51433,25253
51435,10861
51442,14522
51446,20290
51464,20054
51475,15498
51478,30788
51484,16027
51504,10861
51529,12271
51541,10161
51549,15470
51557,10991
51581,12185
51586,15245
51594,13253
51613,14765
51617,11975
51621,10861
51622,10899
51623,18455
51630,11252
51633,16166
51634,20142
51646,29737
51653,17922
51665,23331
51669,25040
51677,30144
51679,11563
51695,15727
51700,26212
51702,26163
51706,17904
51707,23926
51721,25836
51732,13516
51749,15977
51775,16116
51786,10861
51790,18805
51794,12982
51800,21189
51801,12324
51812,13350
51817,11430
51820,12576
51822,19738
51828,8881
51838,19737
51844,28414
51864,18474
51873,19933
51884,16834
51896,22310
51921,10861
51922,13434
51925,13318
51936,11101
51944,10564
51953,18952
51963,21039
51973,8881
51975,21197
51989,17256
51990,12576
52002,16936
52011,16544
52019,22688
52024,8881
52028,21558
52043,12762
52053,13535
52055,17726
52061,20706
52068,11496
52071,22886
52075,11219
52076,10861
52088,21566
52097,14986
52103,17409
52119,21017
52120,16656
52164,20349
52178,22681
52186,25456
52197,30243
52207,13754
52214,22674
52216,18587
52217,18372
52222,14013
52248,14732
52270,12787
52276,13069
52280,14362
52294,13830
52296,17077
52298,14249
52302,16487
52303,19168
52319,18332
52335,17375
52344,10861
52345,25840
52346,24589
52348,23402
52351,13497
52356,15492
52368,18580
52428,21124
52434,25323
52436,15732
52438,11862
52443,31487
52482,15146
52499,19072
52506,20963
52524,8881
52525,12517
52526,23129
52533,19309
52534,13090
52535,14926
52541,14729
52544,15589
52568,18913
52590,23297
52596,22726
52625,19968
52626,19400
52629,13480
52630,10861
52649,20249
52653,17787
52661,9668
52671,25992
52676,20828
52684,12843
52694,15745
52698,12602
52710,15291
52729,12055
52730,10861
52745,24826
52749,12769
52752,12470
52759,15296
52764,25417
52772,33137
52775,13723
52779,25059
52783,14938
52796,18325
52801,16167
52807,10493
52808,12989
52817,12476
52818,14814
52822,12775
52841,18386
52843,12164
52846,10861
52854,18880
52856,11558
52857,14852
52864,23094
52868,13749
52876,13521
52881,17554
52975,22344
53001,20519
53005,41033
53006,11655
53010,26321
53017,18555
53023,17672
53027,18121
53037,11951
53039,25789
53040,13830
53061,8881
53063,24921
53082,11983
53088,25739
53098,11740
53099,16999
53100,30517
53114,25764
53125,10861
53134,15150
53136,16257
53137,31690
53141,23262
53149,19625
53151,8881
53154,25429
53168,12273
53170,11785
53186,23082
53201,24106
53217,14472
53221,11983
53231,14435
53235,10861
53239,22531
53250,17073
53251,15931
53257,28327
53265,17190
53268,20434
53277,21219
53281,11247
53289,10861
53298,22849
53304,13241
53320,8881
53321,15141
53322,12066
53326,20561
53327,22822
53333,10945
53354,15735
53355,22798
53359,24476
53374,17544
53383,10861
53386,12771
53387,15686
53389,17305
53393,13921
53400,12181
53402,10861
53412,10861
53421,18238
53431,19771
53433,11676
53435,19656
53449,14453
53451,10690
53457,19110
53467,12481
53478,17921
53488,13673
53492,17229
53501,17263
53511,31324
53516,27667
53525,12619
53530,15230
53533,16722
53534,17115
53536,25130
53538,17444
53540,26154
53546,13248
53556,8881
53565,13862
53569,10555
53576,14336
53648,12354
53660,31191
53691,18536
53697,10861
53707,36551
53717,11883
53727,11934
53736,11445
53745,10861
53763,22123
53766,10861
53790,13916
53796,14279
53799,10415
53815,18956
53816,10861
53818,10616
53823,8881
53824,18013
53829,17451
53831,15973
53840,19121
53866,21842
53873,23384
53878,17416
53889,17468
53895,10804
53900,15692
53910,15346
53927,16098
53943,11472
53955,13126
53960,19316
53996,15573
54001,13322
54003,20125
54009,17067
54010,11303
54016,19197
54027,22739
54034,13506
54049,10861
54072,18919
54086,33855
54090,16048
54092,12813
54108,18841
54113,19728
54125,17322
54150,13854
54156,31971
54172,15935
54189,17822
54196,24203
54213,18443
54226,15405
54230,25735
54235,20717
54238,15132
54258,20052
54259,13950
54267,23474
54268,21019
54272,12983
54273,8881
54280,15799
54287,17669
54305,14691
54316,31294
54331,10861
54341,13288
54343,10861
54348,13135
54355,71379
54362,11072
54370,15845
54372,20251
54377,20250
54380,12000
54412,13660
54418,16949
54424,11883
54439,8881
54451,24170
54460,24961
54471,12571
54479,23400
54482,28683
54515,8881
54527,19440
54543,21713
54560,31163
54567,30970
54568,19479
54572,16692
54587,27258
54601,10907
54612,23306
54615,26118
54624,25103
54639,15616
54644,11603
54660,29891
54667,11270
54668,16965
54714,18563
54716,36411
54718,15045
54727,47458
54745,16871
54764,19576
54770,22473
54780,10942
54788,22630
54792,26789
54795,16064
54796,11580
54802,19850
54817,23725
54819,14667
54823,11002
54855,22903
54866,17635
54875,23536
54876,13987
54882,32751
54889,28692
54892,25966
54908,21561
54929,32370
54931,12618
54937,30990
54942,13024
54943,23153
54944,20540
54963,13414
54964,15240
54970,10861
54975,30765
54992,17254
54993,15726
55005,13539
55009,25175
55016,15353
55021,25557
55031,31723
55032,23560
55035,13883
55041,8881
55043,12731
55059,24786
55073,11012
55076,20208
55081,12026
55086,10086
55097,17495
55110,10861
55121,9692
55126,10441
55129,16287
55155,17484
55163,15985
55164,25600
55169,29049
55196,17139
55197,16061
55201,29445
55219,25742
55235,14350
55242,12204
55244,15625
55253,12260
55265,13851
55270,55754
55275,12591
55287,17050
55292,29015
55294,16312
55295,14335
55299,26267
55303,10861
55306,13151
55327,14893
55332,28392
55334,10861
55335,23337
55337,20405
55341,29206
55342,15683
55356,11921
55370,23913
55381,14954
55390,13074
55392,22348
55412,18250
55414,30291
55428,15554
55432,26630
55437,24053
55444,11466
55447,11114
55454,11849
55459,20441
55461,17287
55512,12400
55516,14659
55522,25944
55527,21677
55530,12235
55534,8881
55558,25156
55563,19475
55573,22084
55576,13173
55581,12012
55591,31104
55597,12279
55600,13500
55618,10861
55620,13468
55626,8881
55628,17393
55632,15220
55647,32431
55648,17522
55653,14753
55666,25566
55672,11883
55682,25928
55685,20242
55690,20681
55702,16801
55712,16799
55727,15338
55741,10861
55743,10071
55746,25318
55759,9828
55769,13821
55778,10861
55780,22657
55781,23977
55795,12478
55799,13164
55817,20013
55822,20729
55838,13898
55868,20213
55880,14554
55892,34266
55898,30870
55906,12736
55926,10861
55930,14766
55940,12127
55945,12103
55948,10861
55955,23374
55960,17832
55967,17183
55993,16038
56005,23979
56011,10604
56012,22746
56016,17180
56044,8881
56056,20053
56062,11548
56072,15201
56074,24755
56077,8881
56086,13908
56087,162432
56093,10971
56095,20061
56096,17174
56121,19105
56132,12050
56137,15409
56139,11238
56146,21997
56171,10861
56178,10861
56182,13921
56187,27903
56193,25756
56194,14327
56209,14047
56222,20148
56228,13142
56234,12056
56241,26754
56247,48112
56249,13693
56254,13151
56255,15932
56265,21077
56270,13067
56280,25967
56292,23481
56299,21803
56304,10248
56305,18827
56307,11918
56313,24556
56347,20066
56372,20221
56380,8881
56384,18453
56390,11236
56396,11182
56401,19357
56408,12671
56417,19238
56419,19174
56422,24859
56424,20244
56432,12937
56436,23459
56452,14668
56455,13121
56461,18234
56481,10847
56482,11994
56512,19707
56515,24157
56529,14005
56551,8881
56554,22976
56556,15049
56562,13413
56576,11635
56581,10443
56589,12386
56596,26876
56597,17829
56614,19951
56623,14709
56627,25421
56666,14258
56682,17351
56694,14872
56705,16003
56718,8881
56719,11431
56731,26046
56734,18259
56738,11787
56743,18515
56747,18136
56755,19624
56769,12092
56781,20545
56789,14222
56792,11297
56800,11091
56804,22066
56805,23540
56815,14046
56816,23456
56830,13565
56847,13182
56855,18791
56865,13695
56875,13741
56890,28601
56906,11793
56912,17236
56918,20285
56920,25224
56930,25763
56952,9633
56960,12580
56969,11883
56975,27323
56979,14427
56987,10652
57009,12972
57020,23385
57022,21274
57031,12003
57034,12092
57039,29669
57047,24677
57057,18084
57076,10861
57080,18274
57085,25297
57093,11670
57106,11418
57112,21671
57123,13376
57131,18766
57138,14559
57145,10509
57155,14178
57163,18301
57167,24101
57168,15310
57175,15035
57187,21726
57188,11883
57196,15043
57209,10861
57269,24065
57272,10861
57278,25859
57280,12354
57290,10146
57299,48414
57300,14091
57301,11426
57305,19557
57313,15864
57324,22760
57329,10806
57334,13484
57337,19041
57338,19127
57340,25892
57342,10226
57343,22950
57346,18865
57372,13039
57374,29812
57379,19915
57391,11761
57403,20468
57408,20095
57413,12460
57418,28076
57427,12029
57432,18794
57439,13501
57440,14444
57451,17688
57462,16466
57464,18074
57479,12433
57491,31799
57492,19724
57506,16888
57514,12211
57517,15114
57520,15921
57521,15060
57527,12218
57542,11679
57553,8881
57557,19625
57558,12503
57559,14568
57564,24004
57571,22255
57583,34023
57589,34176
57596,10593
57602,11362
57610,11392
57628,21227
57629,16746
57634,14646
57637,13483
57642,12807
57668,17073
57678,10861
57682,15083
57688,15469
57692,8881
57707,21613
57735,14916
57745,15455
57747,24902
57758,13443
57767,12877
57773,14710
57776,20117
57780,24543
57784,16036
57797,22722
57799,16565
57802,16972
57807,21833
57809,16336
57813,24388
57817,63639
57818,14229
57826,10861
57837,20407
57850,20472
57853,23335
57868,15242
57874,17660
57875,8890
57877,14736
57878,16335
57884,12379
57888,15388
57901,18906
57924,12300
57934,15781
57936,15122
57940,16070
57950,18708
57952,12930
57961,17016
57966,13192
57969,10861
57974,12148
57987,15644
57990,18619
58056,31232
58063,22912
58075,22251
58086,16591
58093,14621
58094,16802
58102,18373
58103,23822
58123,16570
58143,16746
58144,11301
58146,31163
58149,32839
58152,20201
58153,22803
58154,29740
58156,21246
58164,8881
58225,13973
58234,35713
58242,12125
58248,14620
58268,15434
58298,12075
58300,23135
58307,10467
58314,39962
58327,27445
58333,15090
58353,13501
58367,14972
58375,15468
58377,22919
58378,44196
58396,13107
58404,21153
58418,20237
58425,12603
58435,15770
58442,11883
58452,12056
58460,11883
58471,15862
58472,11883
58483,25713
58488,14527
58499,31028
58502,25337
58507,9999
58512,22256
58524,13801
58526,20282
58543,20188
58554,10715
58566,19048
58573,17994
58589,25687
58590,16463
58594,16606
58597,25725
58601,15839
58615,17597
58649,19341
58665,15383
58666,32843
58673,17203
58681,11259
58688,13064
58697,25945
58700,11344
58707,18987
58710,12896
58712,14054
58727,22347
58754,24279
58755,14954
58760,20519
58762,11796
